feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X.o__Vicinamibacterales	Time_Point	Summer	0.0308425263827257	0.0112126582868765	49	48	0.00847591205440387	0.133074921599112
X.g__Subgroup_5	Treatment	 	-0.0207277911135218	0.00757731223506188	49	48	0.00881845192067137	0.133074921599112
X.g__27F.1492R	Treatment	 	-0.00394014150071577	0.00146230300720578	49	6	0.00980914249136513	0.139357472635946
X.g__vadinHA49	Time_Point	Summer	0.00493262863680408	0.00187298114352881	49	8	0.0114696040062749	0.157515895019509
X.g__Roseiarcus	Time_Point	Summer	0.0148793954657638	0.00569507774850048	49	40	0.0120961583811633	0.160761846872235
X.g__S.BQ2.57_soil_group	Treatment	 	-0.00818936816327943	0.00320322786734335	49	24	0.0139356620395416	0.179421648759098
X.g__Lineage_IIb	Treatment	 	-0.00516830112565788	0.00203473538418364	49	6	0.014525836558376	0.181352868546997
X.g__Labrys	Treatment	 	0.00524146334238099	0.00208386869468274	49	8	0.0154513815579319	0.184832611772964
X.f__Beijerinckiaceae	Treatment	 	0.0126543295997078	0.00511177551712047	49	29	0.0170476680761472	0.184832611772964
X.g__Lineage_IV	Treatment	 	-0.011208460211041	0.00452602899289168	49	29	0.0170091020934823	0.184832611772964
X.g__HSB_OF53.F07	Treatment	 	-0.0257694627787462	0.0103727725557908	49	45	0.0166812577163753	0.184832611772964
X.g__JG36.TzT.191	Treatment	 	-0.0128062804728785	0.00510466476558683	49	29	0.015703474042323	0.184832611772964
X.f__Xanthobacteraceae	Treatment	 	0.0181873642693878	0.00743899611964737	49	49	0.0183799707923745	0.192636561696909
X.g__SAR202_clade	Treatment	 	-0.0060008578386183	0.00249439099078404	49	10	0.0202168137709263	0.192636561696909
X.g__SBR1031	Treatment	 	-0.01252050598081	0.00518014777939329	49	38	0.0196711600201344	0.192636561696909
X.g__Chthoniobacter	Treatment	 	-0.00990406429309868	0.00412922251533595	49	24	0.0205728366860776	0.192636561696909
X.g__Candidatus_Udaeobacter	Treatment	 	0.01702339054047	0.00698559222076111	49	48	0.0187400094791468	0.192636561696909
X.g__Acidipila	Treatment	 	0.0191443320606559	0.007891966758718	49	43	0.0192554146773724	0.192636561696909
X.o__Defluviicoccales	Treatment	 	0.00943523120739412	0.00398282253891043	49	17	0.0220915063416319	0.202260013616719
X.g__Chthonomonas	Treatment	 	-0.0107405066099622	0.00459062432439578	49	41	0.0236971700470522	0.207728384242245
X.g__Escherichia.Shigella	Treatment	 	-0.00414194073972563	0.00176960047494752	49	5	0.0236437486999066	0.207728384242245
X.g__P2.11E	Time_Point	Summer	0.00736865969630494	0.00319608761557076	49	7	0.025697762195768	0.220572458847009
X.g__A0839	Treatment	 	-0.00852627746657162	0.0037486448774639	49	20	0.0276457253567849	0.232449772387661
X.g__Babeliales	Time_Point	Summer	0.0058697018598782	0.00261070991873131	49	17	0.0293904104956155	0.23946259990703
X.g__Acidibacter	Time_Point	Summer	0.0192567630460988	0.00857894975535214	49	49	0.0296422150370353	0.23946259990703
X.g__Lineage_IIa	Time_Point	Summer	0.012369976247653	0.00554715635803633	49	43	0.0306709043602214	0.24300793454637
X.p__Acidobacteriota	Treatment	 	-0.00864967902121672	0.00391357695966011	49	21	0.0321075319645366	0.24959062583753
X.g__Tundrisphaera	Time_Point	Summer	0.00911753181785951	0.0041480100572049	49	19	0.0330164614893777	0.251903372844882
X.g__Pedomicrobium	Treatment	 	0.008961325848312	0.00422971309018739	49	22	0.0395506545225761	0.289168203500119
X.o__Gaiellales	Time_Point	Summer	0.00814315730508433	0.00386838822457376	49	31	0.0407780076465566	0.289168203500119
X.g__SAR202_clade	Time_Point	Summer	-0.00527665467012247	0.00253703324191682	49	10	0.0431389162106941	0.289168203500119
X.g__Chthonomonas	Time_Point	Summer	0.00969279378366132	0.00466910221981007	49	41	0.0435156034393383	0.289168203500119
X.g__BD7.11	Time_Point	Summer	0.00863714504801995	0.00413090126040989	49	38	0.0420931235341418	0.289168203500119
X.g__RB41	Time_Point	Summer	-0.0139922036329252	0.00660613441004659	49	28	0.0396039212507934	0.289168203500119
X.g__Occallatibacter	Time_Point	Summer	0.0142501799156847	0.00681985206210512	49	48	0.0422199297925234	0.289168203500119
X.o__Vicinamibacterales	Treatment	 	-0.0229987298722035	0.0110241968262084	49	48	0.0425328017209122	0.289168203500119
X.o__Rhodospirillales	Time_Point	Summer	0.00843564954418896	0.00413905496622621	49	23	0.0473175657334592	0.29644106979049
X.g__Bradyrhizobium	Treatment	 	0.0255441006002832	0.0125054533161914	49	49	0.0468435628425426	0.29644106979049
X.g__AKYH767	Time_Point	Summer	0.00395751019427683	0.00194336150690943	49	9	0.0474881325392532	0.29644106979049
X.g__Omnitrophales	Time_Point	Summer	0.0109454174337667	0.00533948251720241	49	29	0.0460993262699055	0.29644106979049
X.g__Mycobacterium	Time_Point	Summer	0.013282364512173	0.00656747042405671	49	41	0.0489667413085976	0.301108916703615
X.g__Inquilinus	Treatment	 	0.00885389592547503	0.00443080756392707	49	28	0.0516200215866245	0.304445822509325
X.g__Elev.1554	Time_Point	Summer	-0.00372772761568281	0.00186124704137908	49	7	0.0511112158468682	0.304445822509325
X.g__CWT_CU03.E12	Time_Point	Summer	0.00654123783570087	0.00327502036868524	49	15	0.0517262319797396	0.304445822509325
X.g__Armatimonadales	Treatment	 	-0.0085877656675473	0.00431843055353055	49	24	0.0527100018300534	0.305866489492704
X.g__WD260	Time_Point	Summer	0.0368161178635882	0.0185791139666906	49	49	0.0535201974963968	0.306254463451604
X.g__BD7.11	Treatment	 	-0.00801076055239406	0.00406146940353047	49	38	0.0545951534299885	0.308126071413086
X.f__Pirellulaceae	Time_Point	Summer	-0.00888504771678056	0.00452523148417342	49	46	0.0556560147395048	0.30986862260373
X.o__Planctomycetales	Time_Point	Summer	0.00715120348933097	0.00367506187505447	49	48	0.0577945746731604	0.317484863537895
X.f__Comamonadaceae	Time_Point	Summer	0.00735492646108265	0.0038981314409001	49	20	0.0655102633411641	0.317532099959525
X.f__Xanthobacteraceae	Time_Point	Summer	0.0145037992626093	0.00756616765846457	49	49	0.0614707980179792	0.317532099959525
X.g__KF.JG30.B3	Treatment	 	-0.0114135519352596	0.00592115282986179	49	43	0.0600940832874441	0.317532099959525
X.g__Nitrospira	Treatment	 	-0.0183519312714169	0.00960653230962535	49	41	0.0623323471894831	0.317532099959525
X.g__Haliangium	Treatment	 	-0.00603355820966943	0.00318460272382655	49	15	0.0644411792396861	0.317532099959525
X.g__Mycobacterium	Treatment	 	0.0123099711755524	0.00645708490820982	49	41	0.0628528761327234	0.317532099959525
X.f__Thermomonosporaceae	Treatment	 	0.00680637333558372	0.00360214597276804	49	6	0.0651325776090821	0.317532099959525
X.g__1921.3	Treatment	 	-0.00828508120439337	0.00431635240607367	49	14	0.0611409670242073	0.317532099959525
X.g__Subgroup_13	Treatment	 	-0.0152284938880972	0.00800475734638341	49	48	0.063386095746165	0.317532099959525
X.g__Candidatus_Ovatusbacter	Treatment	 	0.00541531452008712	0.00283306741201423	49	9	0.0621863937508411	0.317532099959525
X.g__Elusimicrobiota	Treatment	 	-0.00485647490338333	0.00258613371483622	49	15	0.0667441962587875	0.319751265797912
X.g__Obscuribacteraceae	Treatment	 	0.0101949754355695	0.00550619090219873	49	38	0.0705160698006588	0.330143417703084
X.c__Gammaproteobacteria	Treatment	 	0.0184699541347745	0.00994941758488418	49	47	0.0698101350650999	0.330143417703084
X.g__Nitrosotaleaceae	Treatment	 	-0.0142859214790846	0.00780220218275411	49	29	0.0735804838178265	0.333133619043346
X.f__Acetobacteraceae	Time_Point	Summer	0.0165384269972562	0.00901862065729519	49	48	0.0731565387898065	0.333133619043346
X.f__Opitutaceae	Time_Point	Summer	0.0044696109157893	0.00242961917854375	49	13	0.0722803405084305	0.333133619043346
X.g__Group_1.1c	Treatment	 	-0.0142245987555948	0.0078476129086287	49	45	0.0764224074855963	0.338559482624362
X.g__Subgroup_5	Time_Point	Summer	0.0139764865345736	0.00770684832320234	49	48	0.0762792844432159	0.338559482624362
X.g__Pseudolabrys	Treatment	 	-0.00955629193735752	0.00529475642143797	49	28	0.0776449502263409	0.340316164821835
X.f__Rhodospirillaceae	Treatment	 	-0.00456861113557963	0.00256576349645046	49	12	0.0815817745195755	0.346137551752227
X.g__Silvanigrella	Time_Point	Summer	-0.00374333405239673	0.00209963445420973	49	7	0.0812104195069912	0.346137551752227
X.g__Babeliales	Treatment	 	-0.00457233543515426	0.0025668293159272	49	17	0.081463938542555	0.346137551752227
X.g__Pla4_lineage	Treatment	 	-0.00691083671285183	0.00390205895472163	49	31	0.0831738291831808	0.346137551752227
X.g__FCPU426	Time_Point	Summer	0.00499294422595835	0.00281892722115456	49	13	0.0831490763622812	0.346137551752227
X.g__FCPU426	Treatment	 	-0.00482766831267389	0.0027715469186408	49	13	0.0882153837565421	0.362622014447802
X.g__Edaphobaculum	Time_Point	Summer	0.0063645661620615	0.00366192854593813	49	22	0.0888952025709418	0.362622014447802
X.g__Rhodomicrobium	Time_Point	Summer	0.0042217814185116	0.00244924267377884	49	10	0.0914763736350085	0.365821709681119
X.o__Polyangiales	Treatment	 	-0.0026141103084726	0.00155224170862595	49	6	0.0989397369414685	0.365821709681119
X.g__MBNT15	Time_Point	Summer	-0.00472359387773258	0.00280949417088035	49	7	0.0994837232972835	0.365821709681119
X.g__WPS.2	Treatment	 	-0.00843877406352833	0.00493880099668581	49	46	0.0942525366843394	0.365821709681119
X.g__Chthoniobacter	Time_Point	Summer	0.00711398666532617	0.00419981262896794	49	24	0.0970495207032167	0.365821709681119
X.g__Candidatus_Udaeobacter	Time_Point	Summer	-0.0119425683473182	0.00710501270411334	49	48	0.0995681172550438	0.365821709681119
X.o__Omnitrophales	Treatment	 	-0.00568013974807019	0.00331199845601484	49	11	0.0930720005853104	0.365821709681119
X.f__Gimesiaceae	Time_Point	Summer	-0.00760650837175671	0.00448308582902408	49	29	0.0965088300736034	0.365821709681119
X.g__Subgroup_10	Treatment	 	0.0172541844903945	0.0102553875287538	49	43	0.0992584711175652	0.365821709681119
X.g__11.24	Time_Point	Summer	-0.0100083010603399	0.00586331215901821	49	35	0.0945766943077327	0.365821709681119
X.g__Gemmatimonas	Treatment	 	-0.00647226736553783	0.00382251723314881	49	24	0.0971810889601571	0.365821709681119
X.g__CWT_CU03.E12	Treatment	 	0.00539976033788184	0.00321997408914933	49	15	0.100334595130987	0.365821709681119
X.g__Aliidongia	Treatment	 	0.00827938816567252	0.00498583331840596	49	19	0.103599688373916	0.374412908860118
X.g__URHD0088	Time_Point	Summer	0.0114642569200101	0.00695686697773778	49	48	0.106186976944153	0.38042638696514
X.g__Conexibacter	Treatment	 	0.00329014775972463	0.00201144572931667	49	6	0.10872491778005	0.382860394234021
X.g__WD2101_soil_group	Treatment	 	-0.0084935923469947	0.00518250938858027	49	47	0.108057654163267	0.382860394234021
X.g__Singulisphaera	Treatment	 	0.00473265192164434	0.00290129789423435	49	8	0.109672810175669	0.382925405020133
X.g__vadinHA49	Treatment	 	-0.00299440612438558	0.00184150022677544	49	8	0.110767356869877	0.383497067482262
X.g__TRA3.20	Treatment	 	-0.00737151071906339	0.00461077230256669	49	14	0.116721412818993	0.395474369176409
X.g__Aquicella	Time_Point	Summer	-0.00652205764402018	0.00406192833925295	49	17	0.115193752203985	0.395474369176409
X.g__SAR324_clade.Marine_group_B.	Time_Point	Summer	-0.00305192732657989	0.00191100025143308	49	6	0.117106487960005	0.395474369176409
X.g__ADurb.Bin063.1	Treatment	 	-0.00680070900315586	0.00433455504555374	49	45	0.123513155047689	0.413718860810144
X.g__Lacunisphaera	Treatment	 	-0.00468738006310341	0.0030338915620731	49	8	0.129197453270272	0.429268957639937
X.o__Burkholderiales	Treatment	 	-0.0170115457589801	0.0110764438583757	49	38	0.131430205516613	0.433193957382756
d__Bacteria	Treatment	 	-0.0085157668912464	0.00560058975275109	49	47	0.13522679904027	0.442170168290407
X.g__MND1	Time_Point	Summer	0.01075268935839	0.0071356939341109	49	32	0.138676711976168	0.445222318346017
X.f__Anaerolineaceae	Treatment	 	-0.00704611817572701	0.00468474092846767	49	33	0.139402133656884	0.445222318346017
X.g__Opitutus	Treatment	 	0.00345450226030834	0.00228582552641786	49	7	0.137559216119951	0.445222318346017
X.g__HSB_OF53.F07	Time_Point	Summer	-0.0157713465203814	0.0105500977521619	49	45	0.141769533169758	0.449300366661081
X.p__Acidobacteriota	Time_Point	Summer	-0.00592720631925274	0.00398048055743522	49	21	0.143294044716903	0.450665239873008
X.g__SJA.28	Treatment	 	-0.0074554985700878	0.00505136820827495	49	31	0.14677394291151	0.458112609693502
X.g__Rokubacteriales	Time_Point	Summer	0.0220588158180833	0.0150739447712312	49	46	0.15016524335518	0.465173535807024
X.g__A21b	Treatment	 	-0.00933884150695472	0.0064654659655567	49	48	0.155398556724856	0.46526937817424
X.g__Bauldia	Treatment	 	-0.00539370754456662	0.00380243566174293	49	32	0.162788371123093	0.46526937817424
X.g__Xanthobacteraceae	Treatment	 	0.00362820718031822	0.00251804012090775	49	10	0.156389784785199	0.46526937817424
X.g__P3OB.42	Treatment	 	-0.00241200630740481	0.00169601995021828	49	5	0.161726382498075	0.46526937817424
X.g__Anaeromyxobacter	Treatment	 	-0.0117717466365957	0.00834125097019602	49	21	0.164893535133036	0.46526937817424
X.p__Desulfobacterota	Time_Point	Summer	-0.00475308302412332	0.00335982676048232	49	16	0.16389582035181	0.46526937817424
X.f__Thermomonosporaceae	Time_Point	Summer	-0.00525438637783959	0.00366372557827304	49	6	0.158288675630277	0.46526937817424
X.g__TK10	Treatment	 	-0.0074110773833914	0.00515677400114712	49	39	0.157441925053268	0.46526937817424
X.g__ADurb.Bin063.1	Time_Point	Summer	0.00625627480535252	0.00440865537123815	49	45	0.162613885654498	0.46526937817424
X.g__Aquisphaera	Treatment	 	0.00756870026579103	0.00535071169437812	49	42	0.163942154231464	0.46526937817424
X.g__Subgroup_10	Time_Point	Summer	0.0146810293967191	0.0104307059981039	49	43	0.166006307261197	0.46526937817424
X.g__Subgroup_12	Treatment	 	-0.0066138190726439	0.00458431137510522	49	31	0.155878110842216	0.46526937817424
X.c__Acidobacteriae	Time_Point	Summer	-0.00587179896027212	0.00405911208785855	49	41	0.154796931709865	0.46526937817424
X.f__Acidobacteriaceae_.Subgroup_1.	Treatment	 	-0.00849845019274918	0.00583517711833966	49	26	0.152069662269261	0.46526937817424
X.g__JG30.KF.AS9	Treatment	 	-0.0106788781366351	0.00767494073449031	49	29	0.170798391847491	0.474156515138973
X.g__Elev.1554	Treatment	 	-0.00254207434090301	0.00182996335047298	49	7	0.171478933873075	0.474156515138973
X.f__Sutterellaceae	Time_Point	Summer	0.00756495260889527	0.0054934076234504	49	33	0.175147250815152	0.481071115572285
X.g__TK10	Time_Point	Summer	-0.00719652221484697	0.00524493036989779	49	39	0.176689603021389	0.482093486389485
X.f__Diplorickettsiaceae	Treatment	 	0.00652393204694966	0.00483055642545232	49	19	0.183445069290666	0.487473431694145
X.g__Obscuribacteraceae	Time_Point	Summer	-0.00760566874873715	0.00560032064212485	49	38	0.181063316888847	0.487473431694145
X.g__Haliangium	Time_Point	Summer	-0.0044100124966939	0.00323904432083731	49	15	0.179982323699627	0.487473431694145
X.g__Fimbriimonadaceae	Treatment	 	-0.00554753696414028	0.00412254717104224	49	35	0.18500852166928	0.487473431694145
X.f__Pedosphaeraceae	Treatment	 	0.00790138909449401	0.00588201490639027	49	37	0.185760506737817	0.487473431694145
X.f__Isosphaeraceae	Time_Point	Summer	0.00869195804845167	0.00645689626265132	49	41	0.184850515808103	0.487473431694145
X.g__27F.1492R	Time_Point	Summer	0.0019584464003528	0.0014873014506318	49	6	0.194435684351434	0.500671887204942
X.f__Isosphaeraceae	Treatment	 	0.00837368330778737	0.00634836926843573	49	41	0.193688156904139	0.500671887204942
X.g__Acidicapsa	Time_Point	Summer	0.00818911132137319	0.00619238664918814	49	30	0.192556644483235	0.500671887204942
X.g__Lineage_IV	Time_Point	Summer	0.00601695165972766	0.00460340261461425	49	29	0.197686602863192	0.503538975661719
X.f__Ktedonobacteraceae	Time_Point	Summer	-0.0220546633518834	0.0168851733171798	49	40	0.197993480721356	0.503538975661719
X.g__Catenulispora	Treatment	 	0.00421802443712178	0.00325747340202561	49	13	0.201824821800514	0.510133905409888
X.p__Chloroflexi	Treatment	 	0.0045815402375111	0.00355843230181253	49	14	0.204354618806019	0.510713460843142
X.g__FCPS473	Time_Point	Summer	-0.00448112350287829	0.00348183846521634	49	12	0.204533303493006	0.510713460843142
X.g__Pla4_lineage	Time_Point	Summer	-0.00506095757306606	0.00396876564926025	49	31	0.208642568467109	0.517835772340053
X.g__0319.6G20	Time_Point	Summer	0.00421769885052957	0.0033305566335531	49	24	0.211757949279021	0.52007936924741
X.g__Subgroup_12	Time_Point	Summer	0.00590053860437291	0.00466268134903887	49	31	0.212071199110594	0.52007936924741
X.g__Acidibacter	Treatment	 	-0.0104712849863824	0.0084347554563264	49	49	0.220734685302812	0.538122428075494
X.g__Bdellovibrio	Time_Point	Summer	0.00498806587295113	0.00404763013156439	49	22	0.224083075692357	0.539896065410824
X.g__Candidatus_Xiphinematobacter	Time_Point	Summer	-0.00863467567735505	0.00699027570463704	49	48	0.223012729589472	0.539896065410824
X.f__Myxococcaceae	Time_Point	Summer	-0.0061270841746654	0.005034518662319	49	20	0.229805702969109	0.549188541893664
X.o__Acidobacteriales	Time_Point	Summer	-0.0169119563115668	0.0139290451831492	49	49	0.230886977345556	0.549188541893664
X.g__Puia	Treatment	 	0.0130828803882923	0.0108000401733842	49	43	0.231938850217227	0.549188541893664
X.g__Anaerolineae	Treatment	 	-0.00300662577851747	0.00250316521326898	49	9	0.23584917100752	0.555256334029134
X.g__Group_1.1c	Time_Point	Summer	-0.00948700046413624	0.00798176985582702	49	45	0.240703692690354	0.560759694884259
X.g__Ellin6067	Time_Point	Summer	0.0106644246488989	0.0090346418966929	49	27	0.243912057810351	0.560759694884259
X.g__Acidicaldus	Treatment	 	0.00363544704561633	0.00306501346352602	49	16	0.241668826833691	0.560759694884259
X.o__Gaiellales	Treatment	 	-0.00446395970643793	0.00380336866573395	49	31	0.246562120736279	0.560759694884259
X.o__Babeliales	Treatment	 	-0.00354465821319191	0.00304047210005419	49	13	0.249694604590533	0.560759694884259
X.g__Paenibacillus	Time_Point	Summer	-0.00418089843859768	0.00359191750918804	49	9	0.250436368589086	0.560759694884259
X.g__SBR1031	Time_Point	Summer	-0.00616465155712964	0.00526870372885347	49	38	0.24800703865306	0.560759694884259
X.g__Bryobacter	Treatment	 	-0.0100979654630422	0.00861563314649003	49	49	0.247211028632087	0.560759694884259
X.g__Acidipila	Time_Point	Summer	-0.009458568792801	0.00802688194631295	49	43	0.244712414406575	0.560759694884259
X.g__Mucilaginibacter	Treatment	 	0.0129981216242334	0.0112476936411156	49	31	0.253801674385951	0.564377234756408
X.g__Fimbriimonadaceae	Time_Point	Summer	0.00482121655925652	0.00419302316795845	49	35	0.256161511891865	0.564377234756408
X.g__JG36.TzT.191	Time_Point	Summer	0.00598542906178493	0.00519193031364527	49	29	0.254934536051269	0.564377234756408
X.g__Micropepsaceae	Time_Point	Summer	0.00506337302488785	0.00442686500751497	49	24	0.258631027103975	0.566787144504455
X.o__Defluviicoccales	Time_Point	Summer	0.00460380305147051	0.0040509099075503	49	17	0.261639239533383	0.568721194846283
X.o__Rhodospirillales	Treatment	 	-0.00460515556584926	0.00406948606251376	49	23	0.263654728678738	0.568721194846283
X.g__Anaeromyxobacter	Time_Point	Summer	0.00960726606270317	0.00848384678614739	49	21	0.263326933132815	0.568721194846283
X.g__Rhodanobacter	Time_Point	Summer	-0.00475731757242596	0.00427952825430512	49	22	0.272067103861626	0.58381066036974
X.g__A0839	Time_Point	Summer	-0.00422059204359806	0.00381272891916506	49	20	0.274060429540563	0.585040916946694
X.g__Paenibacillus	Treatment	 	0.0038910708642735	0.00353154484794562	49	9	0.276278524514241	0.586735835566327
X.g__Schlesneria	Treatment	 	-0.003183659261386	0.00291882145826094	49	12	0.281070305425188	0.593851106847063
X.f__Diplorickettsiaceae	Time_Point	Summer	-0.00517015768140554	0.00491313602142032	49	19	0.298152527044856	0.605117444051629
X.c__Alphaproteobacteria	Treatment	 	-0.00758234909110262	0.00710953237405442	49	49	0.291761301944515	0.605117444051629
X.f__Elsteraceae	Treatment	 	-0.00440607128954778	0.00414299955040727	49	31	0.29310740153417	0.605117444051629
X.f__Micropepsaceae	Time_Point	Summer	0.00800079830070932	0.0076021134726351	49	49	0.298093187948848	0.605117444051629
X.g__P3OB.42	Time_Point	Summer	0.00183112616796918	0.0017250138444837	49	5	0.293997983724854	0.605117444051629
X.g__SJA.28	Time_Point	Summer	0.00540807476123918	0.00513772263807253	49	31	0.298012869030024	0.605117444051629
X.f__Gemmatimonadaceae	Treatment	 	-0.0111810283599358	0.010588550317332	49	47	0.296503437252202	0.605117444051629
X.c__Bacteroidia	Time_Point	Summer	-0.00242483888380393	0.00229273422216745	49	6	0.295751861241403	0.605117444051629
X.g__Subgroup_2	Time_Point	Summer	-0.0174473058024126	0.0166668891840268	49	49	0.30065015947142	0.607195420108947
X.g__G12.WMSP1	Treatment	 	-0.00597182766114129	0.00584770680682534	49	19	0.312488566907582	0.628025802760605
X.g__env.OPS_17	Time_Point	Summer	-0.0029312580593828	0.00290187997793989	49	11	0.317720021817947	0.635440043635894
X.g__URHD0088	Treatment	 	0.0067650538141479	0.00683993651586576	49	48	0.3278117985627	0.646212732094891
X.g__Bradyrhizobium	Time_Point	Summer	0.0125893863699062	0.0127192372349148	49	49	0.327454346860132	0.646212732094891
X.g__Subgroup_2	Treatment	 	-0.0162687841497044	0.0163867534481425	49	49	0.326000854315241	0.646212732094891
X.g__Reyranella	Time_Point	Summer	0.00697773943208222	0.00711450456205696	49	44	0.331833324707217	0.648194232765074
X.g__KF.JG30.C25	Time_Point	Summer	0.00335943458463501	0.00342621243014422	49	16	0.331963551246191	0.648194232765074
X.f__Caulobacteraceae	Treatment	 	0.00604515430765628	0.00625016660417118	49	45	0.338502478015019	0.653510473642714
X.g__MBNT15	Treatment	 	-0.00267865982762261	0.00276227241831859	49	7	0.337252297622438	0.653510473642714
X.g__37.13	Time_Point	Summer	0.00359315971385601	0.00372234406493091	49	16	0.33944476058141	0.653510473642714
X.g__Bdellovibrio	Treatment	 	0.00378148416697013	0.00397959788913608	49	22	0.346967664542831	0.664886873449517
X.o__Burkholderiales	Time_Point	Summer	-0.0105449210404539	0.0112657984954041	49	38	0.354155282878791	0.675518409935472
X.g__Silvanigrella	Treatment	 	-0.00190558185608975	0.00206434396679941	49	7	0.360775420636504	0.67871905617461
X.o__Babeliales	Time_Point	Summer	-0.00286495468100668	0.0030924497472361	49	13	0.359055109402636	0.67871905617461
X.f__Chitinophagaceae	Time_Point	Summer	-0.00524552943627642	0.00566772546741917	49	37	0.359531521054067	0.67871905617461
X.g__JG30.KF.CM66	Time_Point	Summer	0.0025797714401481	0.00281452697062715	49	14	0.364137349024572	0.681929944536925
X.g__A21b	Time_Point	Summer	0.00594479366977727	0.00657599475771973	49	48	0.370697987754693	0.687131095458837
X.g__0319.6G20	Treatment	 	0.00295265732093314	0.00327457690493409	49	24	0.3719180443867	0.687131095458837
X.g__JG30a.KF.32	Time_Point	Summer	-0.0048129631633122	0.00533172770300192	49	26	0.371386710334181	0.687131095458837
X.g__Rhodomicrobium	Treatment	 	-0.00215184892277368	0.00240807599947012	49	10	0.376189177048298	0.691919379213835
X.c__Thermoplasmata	Treatment	 	-0.00397408287968739	0.00449868600014868	49	20	0.381620609841892	0.694270741240327
X.f__Micropepsaceae	Treatment	 	0.0066206401156549	0.00747433775945798	49	49	0.380341813691767	0.694270741240327
X.g__Nitrospira	Time_Point	Summer	-0.00861488081914033	0.00977075843326662	49	41	0.38252295694552	0.694270741240327
X.g__37.13	Treatment	 	0.00316370555964689	0.00365977920460631	49	16	0.391824940280028	0.70803454120777
X.g__Edaphobacter	Treatment	 	0.00710674927076787	0.00828884488537686	49	34	0.395676023007795	0.711871272834985
X.g__AD3	Treatment	 	-0.0156855601839806	0.0183910807788782	49	47	0.3981397787933	0.713189516794954
X.g__Candidatus_Paracaedibacter	Treatment	 	-0.00206656092197097	0.00245393274539588	49	11	0.40406544851852	0.716458251182755
X.g__Pseudolabrys	Time_Point	Summer	0.00448113337617676	0.00538527163490852	49	28	0.409646531308849	0.716458251182755
