feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X.f__Diplorickettsiaceae	Treatment	 	-0.0114619313359293	0.00577898769540937	48	44	0.053446991791716	0.327808216322525
X.g__Reyranella	Treatment	 	0.0122819316404104	0.00617041990789824	48	21	0.0526357882868628	0.327808216322525
X.g__Candidatus_Endonucleariobacter	Treatment	 	-0.00491170509234328	0.00248623562001522	48	10	0.0543566261459263	0.327921941339359
X.g__Obscuribacteraceae	Time_Point	Summer	-0.0114229243999452	0.00589168765512649	48	43	0.058809959676281	0.330864333558591
X.g__Sphingomonas	Treatment	 	0.00898378020513282	0.00462794191534784	48	6	0.0585117893795001	0.330864333558591
X.f__Sphingomonadaceae	Treatment	 	0.00615853382185262	0.00313760106203671	48	5	0.055867206120852	0.330864333558591
X.f__Isosphaeraceae	Treatment	 	0.00912257527233787	0.00471545947193522	48	39	0.0593397989534429	0.330864333558591
X.f__Saprospiraceae	Treatment	 	0.00794105834520624	0.0040824470461452	48	6	0.0580184561630032	0.330864333558591
X.g__Dongia	Time_Point	Summer	0.00574488060887047	0.0029808799427206	48	6	0.0602767003737803	0.331072025933599
X.o__Elsterales	Time_Point	Summer	0.0198207538830367	0.0104132578667786	48	48	0.063394348837479	0.332148115651622
X.f__Acetobacteraceae	Treatment	 	0.0188299172431884	0.00991942096368014	48	48	0.0640829244871335	0.332148115651622
X.g__Mucilaginibacter	Treatment	 	0.0128404172797671	0.00675903984302726	48	18	0.0638872963035251	0.332148115651622
X.g__Gemmata	Treatment	 	0.00966048537565214	0.00506967075042856	48	35	0.0631102058913516	0.332148115651622
X.g__Obscuribacteraceae	Treatment	 	-0.0109351668533589	0.00581433172627463	48	43	0.0664899330193871	0.339684926548671
X.f__Fibrobacteraceae	Treatment	 	0.00518586865684039	0.00278602438053857	48	6	0.0692292649216041	0.339684926548671
X.o__Acidobacteriales	Treatment	 	-0.0381234876726793	0.020413631752657	48	48	0.0683459826146254	0.339684926548671
X.g__CWT_CU03.E12	Treatment	 	0.0109274773559991	0.00585662837704973	48	42	0.0685914527034057	0.339684926548671
X.g__Haliangium	Treatment	 	0.0130034309179706	0.0070191367907978	48	10	0.0705097745529698	0.341415750467011
X.g__Pseudolabrys	Treatment	 	0.00942862339672287	0.00515097702376663	48	5	0.0738096890198397	0.343822348851912
X.g__Bauldia	Treatment	 	0.00754901170922819	0.00411503925202495	48	6	0.0731973135045944	0.343822348851912
X.g__A0839	Time_Point	Summer	0.00878712390719539	0.00477275390195567	48	8	0.0722048853490723	0.343822348851912
X.g__Bradyrhizobium	Treatment	 	0.0119602260146888	0.00657685025754392	48	44	0.075641752682336	0.344249114670238
X.g__JG36.TzT.191	Time_Point	Summer	0.0169746440665671	0.00934273082842882	48	46	0.0758986030808113	0.344249114670238
X.g__Nevskia	Treatment	 	0.0065125839757308	0.00360215902896283	48	19	0.0772979185990069	0.344249114670238
X.g__Legionella	Time_Point	Summer	-0.00460046293644656	0.00254762050638581	48	7	0.0776431427109503	0.344249114670238
X.o__Chitinophagales	Time_Point	Summer	-0.00852646458762517	0.0047952425846633	48	26	0.0821431946427384	0.357395692120319
X.g__Nevskia	Time_Point	Summer	-0.0064813302985262	0.00365008342864892	48	19	0.0825506354082258	0.357395692120319
X.f__Beijerinckiaceae	Time_Point	Summer	-0.00627613305711195	0.0036356821424249	48	23	0.0911613100638166	0.385601863258443
X.g__Acidipila	Treatment	 	0.0167693222301481	0.00970564155702105	48	48	0.0908836649508994	0.385601863258443
X.f__Rhodospirillaceae	Treatment	 	0.00573911839175319	0.00338259837177468	48	12	0.0966688795594136	0.399709524470384
X.g__Subgroup_2	Time_Point	Summer	-0.0454204652202733	0.0267188837845075	48	48	0.0960455286284442	0.399709524470384
X.f__Microscillaceae	Time_Point	Summer	0.022533309064601	0.0133264384679273	48	15	0.0977771975701329	0.399797201912547
X.g__WD260	Time_Point	Summer	0.018051097799236	0.0107111916125303	48	48	0.0988628950381569	0.399797201912547
X.g__Acetobacteraceae	Time_Point	Summer	0.00402323031702762	0.00239724106634777	48	7	0.100226053513055	0.400904214052218
X.f__Solimonadaceae	Treatment	 	0.00446657019273721	0.00268029981113249	48	13	0.102571743996877	0.405875288073663
X.g__Fimbriimonadaceae	Treatment	 	0.0105776582457868	0.00640050223316846	48	40	0.105367693787515	0.408161171724268
X.g__FCPU453	Treatment	 	-0.00232170753987828	0.00140330605048065	48	5	0.104994550244091	0.408161171724268
X.g__FCPU426	Time_Point	Summer	0.00692880295752875	0.00421226649847059	48	39	0.106956856113836	0.410001281769703
X.g__37.13	Time_Point	Summer	-0.00789182334862599	0.00481797995191219	48	40	0.108397541860197	0.411240158809819
X.g__Rhodopila	Treatment	 	-0.00568855718153676	0.00352699203527002	48	9	0.113766163274851	0.427203551889236
X.g__KD3.93	Time_Point	Summer	0.00378824266894314	0.00236409020133961	48	7	0.116062121058572	0.431422833833884
X.g__Candidatus_Berkiella	Time_Point	Summer	-0.00453010078730021	0.00283719136088276	48	6	0.117335519948621	0.431794713410924
X.g__Fimbriiglobus	Treatment	 	0.00423116751557779	0.00270300435404434	48	8	0.124505125555877	0.453642437668939
X.f__Rhizobiales_Incertae_Sedis	Time_Point	Summer	0.00585195397483853	0.00375873242011209	48	6	0.126501089956342	0.456396089254255
X.p__Patescibacteria	Treatment	 	-0.00247928415647432	0.00160631578174695	48	5	0.12972313924651	0.461748020708459
X.g__Chthonomonas	Time_Point	Summer	0.00945314746149163	0.00614644701321723	48	40	0.131054702590646	0.461748020708459
X.g__Schlesneria	Time_Point	Summer	0.006736462469122	0.00438814626132324	48	24	0.131748755908664	0.461748020708459
X.g__Telmatospirillum	Treatment	 	0.00329838353798267	0.00216077966503173	48	6	0.133889410664901	0.464823614383806
X.c__Gammaproteobacteria	Treatment	 	0.00781610608787802	0.00517282710514489	48	34	0.13778120633721	0.473864335813957
X.f__Diplorickettsiaceae	Time_Point	Summer	-0.00864497404721244	0.00585587339475495	48	44	0.146829756334254	0.496757888436765
X.g__Subgroup_7	Treatment	 	0.00433691028370271	0.00294584395399771	48	6	0.147923260692808	0.496757888436765
X.g__Candidatus_Berkiella	Treatment	 	-0.0041162438460627	0.00279993996775085	48	6	0.148487412304468	0.496757888436765
X.g__FFCH9454	Treatment	 	0.00257872250325872	0.00176642605026398	48	5	0.151276925935508	0.49705275664524
X.c__Bacteroidia	Time_Point	Summer	0.00533228723065604	0.0036409659009066	48	19	0.150002197801594	0.49705275664524
X.f__Oxalobacteraceae	Time_Point	Summer	0.0129402471472054	0.00917079571003217	48	34	0.165112875120254	0.49961916708328
X.g__IS.44	Treatment	 	0.00412429969036122	0.00289211672355471	48	9	0.160755076554213	0.49961916708328
X.g__Acetobacteraceae	Treatment	 	0.00332480222347849	0.00236576607645964	48	7	0.166774693510084	0.49961916708328
X.g__Candidatus_Paracaedibacter	Time_Point	Summer	-0.00413955569514272	0.00294365397760449	48	13	0.166513817893078	0.49961916708328
X.g__P3OB.42	Treatment	 	0.00247579257369312	0.00176079696655322	48	5	0.166573058214735	0.49961916708328
X.g__Anaeromyxobacter	Treatment	 	0.00315688843501932	0.00225322686331102	48	7	0.16805732035884	0.49961916708328
X.g__BIrii41	Time_Point	Summer	0.00677034499011101	0.00482772401776051	48	9	0.167660518092775	0.49961916708328
X.g__IMCC26256	Treatment	 	-0.00662572262378579	0.00471269086275226	48	33	0.16661192958791	0.49961916708328
X.g__Opitutus	Time_Point	Summer	0.00435749652417725	0.00313263450995116	48	11	0.171065258294819	0.49961916708328
X.g__Chthoniobacter	Treatment	 	0.00697567137015422	0.00501012953991158	48	44	0.170670003912161	0.49961916708328
X.g__Fimbriiglobus	Time_Point	Summer	0.00388917791836621	0.00273896608143475	48	8	0.162515263602686	0.49961916708328
X.o__Planctomycetales	Treatment	 	0.00736227600525959	0.00526557543221861	48	38	0.168909561054165	0.49961916708328
X.g__Subgroup_2	Treatment	 	-0.0380291093575562	0.0263680735932651	48	48	0.156158771866596	0.49961916708328
X.g__Terrimonas	Time_Point	Summer	0.00584150863253742	0.00411728671572028	48	8	0.162853593760652	0.49961916708328
X.g__Saccharimonadales	Time_Point	Summer	-0.00655184276917886	0.00472855722844748	48	8	0.172701475398927	0.500426322415788
X.g__Bdellovibrio	Treatment	 	0.00493491018095381	0.00358334565982656	48	29	0.175269056849608	0.503898538442624
X.g__0319.6G20	Treatment	 	0.00596670889398022	0.00435599810551823	48	41	0.177555757482846	0.50651564925339
X.f__Burkholderiaceae	Treatment	 	0.00746747743258886	0.00549205148651215	48	5	0.180702845497671	0.507623260634678
X.g__Candidatus_Endonucleariobacter	Time_Point	Summer	0.00343504955551955	0.00251931337938381	48	10	0.179512037864362	0.507623260634678
X.g__Caulobacter	Treatment	 	0.00395054193348586	0.00292985279480938	48	7	0.184285446274803	0.508545436491183
X.g__WPS.2	Time_Point	Summer	0.0133053844670709	0.00988816395277793	48	48	0.185176870896246	0.508545436491183
X.o__Chthoniobacterales	Time_Point	Summer	0.00599356926625004	0.00444323293894588	48	39	0.184111543814845	0.508545436491183
X.g__Subgroup_5	Treatment	 	-0.0069852498315017	0.0052392941105374	48	27	0.189162595143652	0.511851728035765
X.f__Saprospiraceae	Time_Point	Summer	0.00552643828052597	0.00413676136774058	48	6	0.188288208754806	0.511851728035765
X.g__Vermiphilaceae	Time_Point	Summer	-0.00472411640310661	0.00363635426452869	48	19	0.200514569835804	0.51242612291372
X.g__Actinospica	Time_Point	Summer	-0.00259871008859127	0.00199450385841613	48	6	0.199224831014069	0.51242612291372
X.g__Lineage_IV	Treatment	 	0.00533382443513634	0.00407397865794734	48	20	0.197098348861896	0.51242612291372
X.g__AD3	Treatment	 	0.00653365089956899	0.00494365460926513	48	18	0.192973466248186	0.51242612291372
X.f__Isosphaeraceae	Time_Point	Summer	0.00621965652701606	0.00477819561507038	48	39	0.199652051073679	0.51242612291372
X.o__Vicinamibacterales	Time_Point	Summer	0.0112450294242739	0.00856884948962475	48	25	0.196068462483199	0.51242612291372
X.f__Chitinophagaceae	Treatment	 	0.0119983293563017	0.00922636383197383	48	22	0.200071207231652	0.51242612291372
X.g__R7C24	Time_Point	Summer	0.00922975087576224	0.00708396126548069	48	10	0.199234125357883	0.51242612291372
X.f__Opitutaceae	Treatment	 	-0.00705865524286139	0.00552428401663347	48	39	0.207889971290967	0.516915604291054
X.g__BD7.11	Time_Point	Summer	0.00577076945297995	0.00450300270679116	48	15	0.206568984832134	0.516915604291054
X.f__Phycisphaeraceae	Treatment	 	0.00439967252237979	0.00342934771726445	48	21	0.206079126478402	0.516915604291054
X.g__Dyella	Time_Point	Summer	-0.00630740557655024	0.004905157291933	48	20	0.205065213148253	0.516915604291054
X.g__Hirschia	Time_Point	Summer	0.00448916510300106	0.00355062388825012	48	9	0.212620683214687	0.525130278006744
X.f__Methylacidiphilaceae	Time_Point	Summer	0.00738134446222901	0.00585923340077427	48	47	0.214243376293209	0.525610416506006
X.g__Candidatus_Obscuribacter	Treatment	 	0.00364655933188079	0.00296188498403459	48	8	0.224658316739832	0.525811826447268
X.g__Sphingomonas	Time_Point	Summer	0.00582811028825677	0.0046895136939095	48	6	0.220379898149097	0.525811826447268
X.f__Sphingomonadaceae	Time_Point	Summer	0.00394958966371315	0.00317934481797406	48	5	0.220573850080287	0.525811826447268
X.g__Phenylobacterium	Time_Point	Summer	0.00732819178574175	0.00584548195341279	48	36	0.216443177889269	0.525811826447268
X.f__Microbacteriaceae	Time_Point	Summer	0.00308820733493161	0.00250139480459926	48	5	0.223389768555682	0.525811826447268
X.g__CPla.3_termite_group	Time_Point	Summer	0.00490827830724212	0.00399630973216599	48	12	0.225756164615947	0.525811826447268
X.g__Candidatus_Solibacter	Treatment	 	-0.00861218886479489	0.00700480923919796	48	48	0.225286220326734	0.525811826447268
X.g__Flavobacterium	Time_Point	Summer	0.00286408756833279	0.00232831702390538	48	6	0.225047819910889	0.525811826447268
X.f__Pirellulaceae	Treatment	 	0.00822012946126933	0.00677729186657061	48	43	0.231499606482291	0.53579783135524
X.f__Devosiaceae	Time_Point	Summer	0.00396952967255306	0.00333976685380231	48	5	0.240845704514374	0.553945120383059
X.f__Nitrosomonadaceae	Time_Point	Summer	0.00216510514531754	0.00184450559575611	48	5	0.24664500188087	0.56376000429913
X.g__WPS.2	Treatment	 	-0.0109903327615446	0.00975833559934493	48	48	0.266029904476479	0.6006073917015
X.g__JG36.TzT.191	Treatment	 	-0.0103928498210546	0.0092200638332399	48	46	0.265632977857241	0.6006073917015
X.g__Inquilinus	Time_Point	Summer	-0.00494524942469199	0.00450139690614237	48	30	0.27778445263388	0.61212382376807
X.g__P3OB.42	Time_Point	Summer	0.0019647293353249	0.00178422323310966	48	5	0.276678940949402	0.61212382376807
X.g__Acidothermus	Time_Point	Summer	0.0081839019585861	0.00744265515423649	48	47	0.277356847820505	0.61212382376807
X.g__Edaphobacter	Treatment	 	0.00911222368616257	0.00829238835182106	48	45	0.277671058892582	0.61212382376807
X.g__Pedosphaera	Treatment	 	0.0057661829492335	0.00535825956004816	48	18	0.287604987124211	0.629991876557796
X.g__AKYH767	Time_Point	Summer	0.00424576094508096	0.00398948345467179	48	17	0.292898260215581	0.637790294433928
X.g__IS.44	Time_Point	Summer	0.00305772084630127	0.0029305944688969	48	9	0.302345736437514	0.640219020283376
X.f__Acetobacteraceae	Time_Point	Summer	0.0104412865929832	0.0100513924538603	48	48	0.304451979754323	0.640219020283376
X.g__KF.JG30.B3	Time_Point	Summer	-0.00470889714929218	0.0045318236146767	48	15	0.304321665368434	0.640219020283376
X.g__IMCC26256	Time_Point	Summer	0.00497460222728606	0.00477539017133014	48	33	0.303107695798479	0.640219020283376
X.g__Saccharimonadales	Treatment	 	0.00488141098645892	0.00466647282106762	48	8	0.301119838759407	0.640219020283376
X.f__Pedosphaeraceae	Time_Point	Summer	-0.00849693648480983	0.0081023952315732	48	48	0.299918652090215	0.640219020283376
X.c__Acidimicrobiia	Treatment	 	0.00966899656357503	0.00942334836343188	48	46	0.310343669649332	0.648900400175877
X.g__Vermiphilaceae	Treatment	 	0.00361016435619775	0.00358861012426996	48	19	0.319791591545502	0.664877433269744
X.o__Rhodospirillales	Treatment	 	0.00556121485360072	0.00557330391467109	48	39	0.323696940028125	0.669216145676123
X.g__Undibacterium	Treatment	 	-0.00252873012142625	0.00256394023497697	48	6	0.329275504646566	0.673185476166313
X.g__WD2101_soil_group	Treatment	 	-0.00907634664789702	0.00919598655644579	48	48	0.328924935674484	0.673185476166313
X.f__Caulobacteraceae	Treatment	 	0.00761042273432716	0.00776116262044758	48	46	0.332043741340461	0.675094457531987
X.g__Bryobacter	Time_Point	Summer	-0.00779663989304691	0.00800216467862328	48	48	0.335108100533976	0.677581214266501
X.g__Afipia	Time_Point	Summer	0.00256011119431445	0.00270674848682565	48	5	0.349288956856876	0.682964040269117
X.g__Asticcacaulis	Time_Point	Summer	0.00192334592577525	0.00207181520020358	48	5	0.358184945032444	0.682964040269117
X.g__Pajaroellobacter	Treatment	 	-0.0054984423857487	0.005843502367399	48	45	0.351754560544587	0.682964040269117
X.g__Armatimonadales	Treatment	 	0.00568087214306541	0.00610632727018881	48	45	0.357166757421777	0.682964040269117
X.g__Chthoniobacter	Time_Point	Summer	-0.00481431863641594	0.00507678607800979	48	44	0.348041579399524	0.682964040269117
X.o__Chthoniobacterales	Treatment	 	0.00408528415993372	0.0043848947460177	48	39	0.356477796908477	0.682964040269117
X.g__BD7.11	Treatment	 	-0.0041543781562965	0.00444387975639117	48	15	0.354853345394495	0.682964040269117
X.f__Gemmataceae	Treatment	 	0.00453230452827607	0.00470606742689581	48	48	0.340655939191037	0.682964040269117
X.g__Vicinamibacteraceae	Time_Point	Summer	0.00252314043241586	0.00271313746604383	48	6	0.357348050747883	0.682964040269117
X.g__Subgroup_12	Time_Point	Summer	0.00468753657762292	0.00488543122512327	48	23	0.342437691315628	0.682964040269117
X.g__Subgroup_5	Time_Point	Summer	0.00501401919551864	0.00530899953525839	48	27	0.349989537184386	0.682964040269117
X.f__Solirubrobacteraceae	Treatment	 	0.00397167046075177	0.00430465816982982	48	38	0.361113044385178	0.684997939864667
X.c__Alphaproteobacteria	Time_Point	Summer	-0.00574994171505102	0.00629918477598308	48	37	0.366208589590344	0.68747220896177
X.g__Bauldia	Time_Point	Summer	0.00381146586879987	0.00416978719187224	48	6	0.36555338980572	0.68747220896177
X.o__Omnitrophales	Treatment	 	0.004045146199377	0.00444850072121528	48	12	0.368021807514861	0.68747220896177
X.g__Subgroup_7	Time_Point	Summer	0.00268571818410655	0.00298503650544509	48	6	0.373055181366642	0.689870888155399
X.g__Granulicella	Time_Point	Summer	-0.00871175053435489	0.00964782602609374	48	48	0.371347252254931	0.689870888155399
X.g__0319.6G20	Time_Point	Summer	0.00392441231727708	0.00441395184730537	48	41	0.378681553460885	0.696774058368029
X.g__Acidicapsa	Treatment	 	-0.0056796658688259	0.00645616246623522	48	41	0.383680709143718	0.702460203805413
X.g__TRA3.20	Treatment	 	0.00337074344544829	0.00385622912571858	48	17	0.386703073759735	0.70259719153284
X.o__Gaiellales	Time_Point	Summer	0.00238721395152354	0.00273609955031553	48	14	0.387573994242301	0.70259719153284
X.f__Solimonadaceae	Time_Point	Summer	-0.00235437746948414	0.00271595946924155	48	13	0.390613446395692	0.704636020949092
X.o__Burkholderiales	Time_Point	Summer	0.00528702311702154	0.00620855618838038	48	21	0.398961693398301	0.715992702327455
X.g__Dinghuibacter	Treatment	 	0.00262472101677917	0.00309435647345999	48	13	0.400800262715913	0.715992702327455
X.g__Ferruginibacter	Time_Point	Summer	0.0122577145431849	0.0148783080652748	48	17	0.414361682492319	0.736642991097456
X.f__Magnetospirillaceae	Treatment	 	0.00242191237789495	0.00296913033911942	48	11	0.418969883089295	0.741254408542599
X.g__Mucilaginibacter	Time_Point	Summer	0.00553005098455889	0.006848964503301	48	18	0.423666983021911	0.743059611480949
X.g__FFCH9454	Time_Point	Summer	-0.00144410345521421	0.00178992720814405	48	5	0.424028582638585	0.743059611480949
d__Bacteria	Treatment	 	-0.00483306793986658	0.00616196531845307	48	36	0.436950873933441	0.756812640865993
X.f__Xanthobacteraceae	Time_Point	Summer	0.00570425220359015	0.00732983384128343	48	48	0.440509854787387	0.756812640865993
X.g__Caulobacter	Time_Point	Summer	0.00230567828667865	0.00296883259421049	48	7	0.441441608725425	0.756812640865993
X.g__Conexibacter	Time_Point	Summer	0.00296659345541282	0.00386854395407919	48	21	0.447175267336357	0.756812640865993
X.g__S.BQ2.57_soil_group	Time_Point	Summer	-0.00309132282045664	0.00399295128231292	48	24	0.442864198593819	0.756812640865993
X.g__Roseisolibacter	Treatment	 	-0.00314117095739207	0.00410668993245495	48	20	0.448329227469528	0.756812640865993
X.g__Puia	Treatment	 	0.00571710043937256	0.00745984045300312	48	48	0.447449848681824	0.756812640865993
X.f__Burkholderiaceae	Time_Point	Summer	0.00434517218440506	0.00556511968489538	48	5	0.439016087233101	0.756812640865993
X.c__Thermoplasmata	Time_Point	Summer	0.00610828785541112	0.008044012411123	48	37	0.451597908386297	0.758849453361449
X.f__Myxococcaceae	Treatment	 	0.00352977821424889	0.0046726116250069	48	21	0.453933816277543	0.759307474500618
X.g__Ellin6067	Time_Point	Summer	0.00330973507819147	0.00457322339374526	48	8	0.472983016186899	0.76902628831297
X.f__Elsteraceae	Treatment	 	0.00271397525640879	0.0037386770119414	48	12	0.471647475525054	0.76902628831297
X.o__Elsterales	Treatment	 	-0.00737737062293683	0.0102765352022705	48	48	0.476538758790108	0.76902628831297
X.g__Pseudolabrys	Time_Point	Summer	0.00384395159631877	0.00521950744668134	48	5	0.465273731634558	0.76902628831297
X.f__Myxococcaceae	Time_Point	Summer	0.00343521290407728	0.00473477770520887	48	21	0.47188475674952	0.76902628831297
X.g__Mycobacterium	Time_Point	Summer	0.00436080568590049	0.00620592018737286	48	46	0.485871571188699	0.76902628831297
X.g__A4b	Time_Point	Summer	0.00614263640863224	0.00868306775669084	48	9	0.482948977514398	0.76902628831297
X.g__Lacunisphaera	Time_Point	Summer	0.00359477293460084	0.00495686291299674	48	10	0.472076985239366	0.76902628831297
X.f__Chthoniobacteraceae	Time_Point	Summer	-0.00178405714651408	0.00249946197064944	48	9	0.479051316489995	0.76902628831297
X.g__vadinHA49	Treatment	 	0.00538545782033717	0.00759479075542705	48	38	0.481920935426511	0.76902628831297
X.f__Gimesiaceae	Treatment	 	-0.00356744087833639	0.00508905514638957	48	41	0.486910666241636	0.76902628831297
X.f__Gemmatimonadaceae	Time_Point	Summer	0.00328009311221816	0.00467161125747421	48	25	0.486212183679854	0.76902628831297
X.g__Steroidobacter	Time_Point	Summer	0.00129768974392813	0.00177554831632642	48	7	0.468648908090675	0.76902628831297
X.f__Magnetospirillaceae	Time_Point	Summer	0.00208715806555365	0.00300863270088301	48	11	0.491421509270965	0.772833826545791
