feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X.g__Roseiarcus	Groups	Treatment 	-0.0325682329118706	0.0062916384503028	49	48	4.62141146178852e-06	4.96373823673582e-05
X.g__Gemmatimonas	Groups	Treatment 	0.0225197497490759	0.00440335081359135	49	21	5.71105442776243e-06	5.91502065732538e-05
X.g__Pseudolabrys	Groups	Treatment 	0.0285227073828247	0.00559443207473935	49	17	6.02645695769798e-06	6.02645695769798e-05
X.o__Chthoniobacterales	Groups	Treatment 	-0.0197289172503795	0.00392393720883274	49	44	7.65602368803785e-06	7.40082289843659e-05
X.f__Rhizobiales_Incertae_Sedis	Groups	Treatment 	0.0479219114466483	0.00960643291921301	49	17	8.74497470894262e-06	8.18078279223664e-05
X.g__AAP99	Groups	Treatment 	0.0145764238700716	0.00294662802820243	49	14	1.00672339052033e-05	8.9964795625084e-05
X.f__Rhodospirillaceae	Groups	Treatment 	0.0185841150287096	0.00376056200899376	49	26	1.02373732952682e-05	8.9964795625084e-05
X.g__possible_genus_04	Groups	Treatment 	0.0247850779790987	0.00502661584827804	49	16	1.06268326461798e-05	9.06406313938867e-05
X.f__Devosiaceae	Groups	Treatment 	0.030128672700167	0.00612368478223684	49	16	1.10185483265304e-05	9.12965432769663e-05
X.g__CL500.29_marine_group	Groups	Treatment 	0.0191213946095939	0.00389687854107567	49	15	1.151828369182e-05	9.27861741841053e-05
X.o__Vicinamibacterales	Groups	Treatment 	0.0555256490408046	0.0113473042094982	49	34	1.2055906382881e-05	9.44922392171758e-05
X.g__CPla.3_termite_group	Groups	Treatment 	0.0296062456059696	0.00610020235365493	49	20	1.37885018265014e-05	0.000105228040254879
X.g__CCD24	Groups	Treatment 	0.0260839760255536	0.00542438231092979	49	16	1.60155786023569e-05	0.00011909019986368
X.g__Kapabacteriales	Groups	Treatment 	0.0299627647261203	0.00624963937570519	49	22	1.68025809151682e-05	0.00012181871163497
X.g__KF.JG30.B3	Groups	Treatment 	0.0187775199633484	0.00393828824052447	49	25	1.83514414858493e-05	0.000129802878802349
X.g__Vicinamibacteraceae	Groups	Treatment 	0.0518791790547602	0.0110183883670946	49	19	2.23798977938833e-05	0.000154527865719671
X.g__Opitutus	Groups	Treatment 	0.0193677567820274	0.00412615592888854	49	23	2.34874595455679e-05	0.000158403796935225
X.g__Caulobacter	Groups	Treatment 	0.0345395305471649	0.00744720477787208	49	25	2.82838309110894e-05	0.000186416158277635
X.g__Afipia	Groups	Treatment 	0.0270778434408216	0.00585148471289384	49	16	2.92753804696397e-05	0.000188663563026567
X.g__Occallatibacter	Groups	Treatment 	-0.0926925996093425	0.0202604312962616	49	49	3.48191637029477e-05	0.000219512118996844
X.g__TRA3.20	Groups	Treatment 	0.0269689092177922	0.00595640813251331	49	34	4.06965583144533e-05	0.000251106423642371
X.g__Dactylosporangium	Groups	Treatment 	0.0188196920312584	0.00416759529284322	49	14	4.23334677691511e-05	0.000255764701105288
X.g__IS.44	Groups	Treatment 	0.0471989751489993	0.0105495767653506	49	17	4.85423126083811e-05	0.00028154541312861
X.g__DEV008	Groups	Treatment 	0.0171413286907761	0.00382961885933075	49	13	4.82296033097789e-05	0.00028154541312861
X.g__A0839	Groups	Treatment 	0.0523417756110612	0.0117560870670725	49	16	5.21172845903879e-05	0.000286261660462672
X.g__Sumerlaea	Groups	Treatment 	0.0211998575088257	0.00475781897046217	49	13	5.15271213610169e-05	0.000286261660462672
X.g__Candidatus_Solibacter	Groups	Treatment 	-0.0369431480140964	0.00829969580874323	49	49	5.23167862224883e-05	0.000286261660462672
X.g__Paludibaculum	Groups	Treatment 	0.0349308413001431	0.00794736937345899	49	18	6.2785168878602e-05	0.000337179610644344
X.g__Acidicapsa	Groups	Treatment 	-0.0365853706130181	0.00855681703772646	49	43	9.25543414223238e-05	0.000488013800226798
X.f__Reyranellaceae	Groups	Treatment 	0.0287269750463383	0.00673903611185308	49	14	9.64579543369629e-05	0.000499514406387844
X.f__Nitrosomonadaceae	Groups	Treatment 	0.0151640948287157	0.00356635845722034	49	12	9.98699133705997e-05	0.000508110085569718
X.f__Micropepsaceae	Groups	Treatment 	0.0444133649558342	0.0104785940812914	49	49	0.00010430416252701	0.000512960143791635
X.g__AKYH767	Groups	Treatment 	0.0383122503853077	0.00903949795353003	49	29	0.000104360856840367	0.000512960143791635
X.f__Chitinophagaceae	Groups	Treatment 	0.0422747028084817	0.00999792939235732	49	41	0.000107760611195613	0.000520842954112127
X.f__Sphingomonadaceae	Groups	Treatment 	0.0193894064198904	0.0046895332459127	49	13	0.000145464134922453	0.000691550805369037
X.g__Ellin517	Groups	Treatment 	0.0311929002273694	0.0075705083275403	49	16	0.000152241101429365	0.000712095474427675
X.c__Bacteroidia	Groups	Treatment 	0.0233204032507034	0.00566781065871051	49	31	0.000155068946571644	0.000713809436599631
X.g__Acidothermus	Groups	Treatment 	-0.0356126382064012	0.00882319460929701	49	46	0.000198744012140275	0.000900558805010621
X.g__Chryseolinea	Groups	Treatment 	0.0216610132485176	0.00538917173230458	49	13	0.000209626055748324	0.000935254710261755
X.g__Rhodovastum	Groups	Treatment 	0.0198953505462105	0.00496647516005227	49	20	0.000218685938934404	0.0009608927619845
X.g__Ferruginibacter	Groups	Treatment 	0.0505055885539413	0.0127422629330081	49	44	0.000249773004568893	0.00108110703470118
X.g__Massilia	Groups	Treatment 	0.0124537103778269	0.00319301263999125	49	11	0.000304436329547925	0.00127190032821942
X.g__Novosphingobium	Groups	Treatment 	0.00986689738472557	0.00252866198142734	49	11	0.000302807531169037	0.00127190032821942
X.f__Rhizobiaceae	Groups	Treatment 	0.0136746697011491	0.00350848683042662	49	12	0.000307010424052963	0.00127190032821942
X.g__Iamia	Groups	Treatment 	0.0145170588560304	0.00381988340818143	49	12	0.00041488226134262	0.00169458951816
X.g__Silvanigrella	Groups	Treatment 	-0.00944204685438977	0.00248773340319726	49	12	0.000421258754545796	0.0016967366502539
X.f__Opitutaceae	Groups	Treatment 	-0.0269358535282024	0.00710660825721348	49	45	0.000428039850778103	0.00170043228391301
X.g__WD260	Groups	Treatment 	-0.0538157106884037	0.014297349678105	49	49	0.000463958018120262	0.00181821385479562
X.g__Flavobacterium	Groups	Treatment 	0.0208023637513023	0.00554447584908806	49	16	0.00048153385240588	0.0018619308959694
X.g__SM1A02	Groups	Treatment 	0.0177382537093172	0.0047592997624244	49	12	0.000519553272471738	0.00198250590811584
X.g__Edaphobaculum	Groups	Treatment 	0.023480906953254	0.00635357765646416	49	46	0.000571720461074604	0.00215323290534591
X.g__Asticcacaulis	Groups	Treatment 	0.0169272680883396	0.00461827063658527	49	11	0.000627075520110114	0.00233143462605042
X.g__Hyphomicrobium	Groups	Treatment 	0.0204261925788869	0.00566963190509657	49	12	0.000757506306131368	0.00274596035972621
X.g__Abditibacterium	Groups	Treatment 	0.0214092301296173	0.00594109510336737	49	36	0.00075557971292648	0.00274596035972621
X.g__JG36.TzT.191	Groups	Treatment 	-0.0425584174361576	0.0118557791591141	49	47	0.00078784617039914	0.00282068381994754
X.g__Variovorax	Groups	Treatment 	0.0119613528791189	0.00334011359140422	49	10	0.000808348489721231	0.00285879343925801
X.g__Steroidobacter	Groups	Treatment 	0.0136314980183324	0.00384830917236893	49	15	0.000908230926900906	0.00314992040617651
X.g__SC.I.84	Groups	Treatment 	0.0114027151351984	0.00322049277272372	49	10	0.000912390738340782	0.00314992040617651
X.f__Roseiflexaceae	Groups	Treatment 	0.00958199730225686	0.00274832985499091	49	10	0.00107200623406974	0.0036149047427933
X.g__FCPU426	Groups	Treatment 	-0.0195720356400032	0.00561048232583813	49	38	0.00106568052774914	0.0036149047427933
X.g__0319.6G20	Groups	Treatment 	-0.0205787573983415	0.00592760607864185	49	43	0.00112002799583526	0.00373342665278418
X.g__Arenimonas	Groups	Treatment 	0.017196601479325	0.00496911264417884	49	11	0.00115698401928153	0.0038127882453596
X.g__Rhodoplanes	Groups	Treatment 	0.0230029817853691	0.00669090968519531	49	12	0.00123728323646159	0.00403159706262766
X.f__Acetobacteraceae	Groups	Treatment 	-0.0392545750540282	0.0114696161996482	49	49	0.00129484998841141	0.00410715673346748
X.g__C0119	Groups	Treatment 	0.00798389821497567	0.002330510069643	49	9	0.00128223246236511	0.00410715673346748
X.g__Puia	Groups	Treatment 	-0.0399321631098932	0.0116748478962049	49	49	0.001302960067169	0.00410715673346748
X.c__Alphaproteobacteria	Groups	Treatment 	0.0147157510881661	0.00431305231513506	49	46	0.00133567301935424	0.00416500188830893
X.g__Pirellula	Groups	Treatment 	0.0183944596643811	0.00543729334246202	49	12	0.00145357731463134	0.00448444065152222
X.g__Aquicella	Groups	Treatment 	-0.0185153297406443	0.00553158890897	49	42	0.00161350585078804	0.0049254389129319
X.g__Pseudorhodobacter	Groups	Treatment 	0.0316132899746962	0.00949220009081491	49	14	0.00169390282327538	0.00511699811197771
X.g__Acidisoma	Groups	Treatment 	-0.0192216094781431	0.00578434461236379	49	25	0.00173066484136311	0.00517415261850828
X.g__Cytophaga	Groups	Treatment 	0.00905073176684193	0.00273384683444287	49	9	0.00179398766121498	0.00530873899747291
X.f__Fibrobacteraceae	Groups	Treatment 	0.0127958160790035	0.00390920110884224	49	17	0.00199802527038723	0.00585280129709391
X.g__GOUTA6	Groups	Treatment 	0.0101334184476	0.0031055821207104	49	9	0.00205794515203751	0.00596804094090878
X.g__Subgroup_10	Groups	Treatment 	0.0318356438471207	0.00976803293522688	49	12	0.00208052334351194	0.00597377989721251
X.f__Rhodanobacteraceae	Groups	Treatment 	0.0149928226717032	0.00465223080026608	49	17	0.00230915345918895	0.00656524022710583
d__Bacteria	Groups	Treatment 	-0.0506766521365353	0.0157588340170964	49	40	0.00235539661580764	0.00663169920955549
X.g__Sphingopyxis	Groups	Treatment 	0.0123595631174994	0.00385368679485194	49	10	0.00241348669393904	0.00670021714707464
X.g__WD2101_soil_group	Groups	Treatment 	-0.0286141867721516	0.00892688106940346	49	49	0.0024259406911822	0.00670021714707464
X.o__Chitinophagales	Groups	Treatment 	0.0147553538392598	0.00462459635029114	49	28	0.00252991548211607	0.00690208639532844
X.g__Heliimonas	Groups	Treatment 	0.020999681886926	0.00658647381426207	49	22	0.00254663187689704	0.00690208639532844
X.g__Plot4.2H12	Groups	Treatment 	0.00610292081918812	0.00192211482860519	49	8	0.00264367400871826	0.00703362809658986
X.o__Micavibrionales	Groups	Treatment 	0.0120630565626656	0.00379842422762632	49	9	0.00263845361652058	0.00703362809658986
X.f__Oxalobacteraceae	Groups	Treatment 	-0.0257490011369922	0.00815640655087594	49	41	0.00278325699768171	0.00733767753934269
X.p__Armatimonadota	Groups	Treatment 	0.0217239528746365	0.00689104168072998	49	12	0.00281813053886523	0.00736268338982807
X.g__Nannocystis	Groups	Treatment 	0.0101379610155539	0.00323508634594727	49	9	0.00297084504593832	0.00762429259577091
X.g__SJA.28	Groups	Treatment 	0.0149969374167775	0.00478559800007114	49	10	0.00297074711054776	0.00762429259577091
X.g__Pedomicrobium	Groups	Treatment 	0.0195030601407281	0.00624215302144868	49	11	0.00304984374904847	0.00775837444933384
X.g__Pajaroellobacter	Groups	Treatment 	-0.0174653502503848	0.0055992345132474	49	47	0.00309444565603644	0.00780338469783101
X.g__Pir4_lineage	Groups	Treatment 	0.0113759150364994	0.00365446285269486	49	9	0.00315008290385634	0.00787520725964084
X.g__KD3.10	Groups	Treatment 	-0.00901965211026583	0.00290274726793104	49	15	0.00319989614699115	0.0079313665181832
X.g__SH.PL14	Groups	Treatment 	0.00955218359631655	0.00308755764835391	49	9	0.00332313878207041	0.00816703598983406
X.g__Phaselicystis	Groups	Treatment 	0.00880303280732698	0.00285565565327822	49	9	0.00342769409992543	0.00835320410906197
X.f__Chthoniobacteraceae	Groups	Treatment 	-0.0093369051613058	0.00304036958575127	49	13	0.00354112500211051	0.00855771875510039
X.f__Xanthomonadaceae	Groups	Treatment 	-0.0159936904524306	0.00531593196199375	49	30	0.00420799205026348	0.0100852702031108
X.f__Sphingobacteriaceae	Groups	Treatment 	0.0091667922452402	0.00309201544159234	49	8	0.00474712456808509	0.0112841485634809
X.g__WPS.2	Groups	Treatment 	-0.0287327323077179	0.00981159994706982	49	49	0.00523903053695808	0.0123521858188443
X.f__Ilumatobacteraceae	Groups	Treatment 	0.00648927264521262	0.00223094670241903	49	7	0.00552601754128233	0.0129237507013861
X.o__Polyangiales	Groups	Treatment 	0.0056815973545655	0.00196538130560766	49	7	0.00579976723786868	0.0134554599918553
X.f__Methylacidiphilaceae	Groups	Treatment 	-0.0212773308825173	0.00739954999542844	49	49	0.00604425214668104	0.0139113739883929
X.g__Polaromonas	Groups	Treatment 	0.00762916284500678	0.00266735909321593	49	7	0.00629743097489554	0.0141792282708984
X.o__Rhizobiales	Groups	Treatment 	0.0230587295112802	0.00806359787184387	49	12	0.00630731188602033	0.0141792282708984
X.g__Mucilaginibacter	Groups	Treatment 	0.022725833259149	0.00794452714609926	49	38	0.00629117167855649	0.0141792282708984
X.g__OM27_clade	Groups	Treatment 	0.0148522021934778	0.00519984797482364	49	9	0.00636383167961177	0.0141962399006724
X.g__Tahibacter	Groups	Treatment 	0.014282553523655	0.00502383463131731	49	10	0.00659447692289417	0.0145984603636588
X.f__Hyphomicrobiaceae	Groups	Treatment 	0.00660621350604107	0.00232623226547835	49	7	0.0066489388180047	0.0146075171001618
X.g__Pedosphaera	Groups	Treatment 	0.0152983502291826	0.00540450775394509	49	29	0.00681424903015343	0.0148581369830413
X.g__JGI_0001001.H03	Groups	Treatment 	0.0121841840618612	0.00430993761457499	49	8	0.0068811086242047	0.0148919515001445
X.g__NS11.12_marine_group	Groups	Treatment 	0.0082568500409352	0.00292832438507136	49	7	0.00701690840835114	0.0150733588031247
X.g__Fimbriiglobus	Groups	Treatment 	0.0145249607820267	0.00518127773659664	49	21	0.00732697988186128	0.0156237071010277
X.g__Nocardioides	Groups	Treatment 	0.00628689045550432	0.00224899174864876	49	7	0.00748239796315623	0.0158386526227395
X.f__Isosphaeraceae	Groups	Treatment 	-0.0137973212445144	0.00497877594701848	49	42	0.00797579354854654	0.0167607255730326
X.g__Actinospica	Groups	Treatment 	-0.0104527118291153	0.00377788846082872	49	19	0.00806897946609129	0.0168345614760178
X.f__Solimonadaceae	Groups	Treatment 	0.0118752271409816	0.00434798745344905	49	12	0.00885834850970845	0.0183494361986818
X.g__Undibacterium	Groups	Treatment 	-0.00590159080796231	0.00217526193290626	49	6	0.00928755278289675	0.0191020589151777
X.o__Planctomycetales	Groups	Treatment 	0.0218402869441927	0.00806955110100354	49	43	0.00944688494356359	0.0192929340396721
X.g__Emticicia	Groups	Treatment 	0.00815826486453691	0.00304025555669815	49	7	0.0100295612800614	0.0203396697287958
X.g__Burkholderia.Caballeronia.Paraburkholderia	Groups	Treatment 	-0.0269491478132735	0.0103199099490651	49	48	0.0120660445128255	0.0239668007446534
X.g__Candidatus_Obscuribacter	Groups	Treatment 	-0.00999134426083781	0.00382499284130428	49	17	0.0120431227234402	0.0239668007446534
X.g__Vermiphilaceae	Groups	Treatment 	-0.00804526842223839	0.00307702325132379	49	17	0.0119664850623218	0.0239668007446534
X.g__RB41	Groups	Treatment 	0.0074802724450225	0.00287099685247847	49	7	0.0122489553811014	0.0241646058538734
X.g__Sericytochromatia	Groups	Treatment 	0.00450090009689187	0.00173559693491503	49	6	0.0126336158902339	0.0246818384244388
X.f__Anaerolineaceae	Groups	Treatment 	0.0298782621093961	0.0115280009705793	49	10	0.0126813583629013	0.0246818384244388
X.g__BIyi10	Groups	Treatment 	0.00729578204829021	0.0028260987288771	49	7	0.0130140504446548	0.0251604975263327
X.g__Candidatus_Xiphinematobacter	Groups	Treatment 	-0.0175375497260086	0.00680115595353333	49	35	0.0131118520289063	0.0251817025720717
X.g__Sphingobium	Groups	Treatment 	0.0121997940215096	0.0047686543601661	49	9	0.0138001160011012	0.0263133849558403
X.g__OM190	Groups	Treatment 	0.0143828269142815	0.00562716638751527	49	7	0.0138825789594606	0.0263133849558403
X.f__Rhodobacteraceae	Groups	Treatment 	0.0126035999079911	0.00493661173841944	49	8	0.0139833216600333	0.0263322291000627
X.g__Roseococcus	Groups	Treatment 	0.00608049041801608	0.00238589649596521	49	6	0.0141449171118366	0.0264646836285976
X.f__Saprospiraceae	Groups	Treatment 	0.0287622545807985	0.0113048431028567	49	10	0.0142974067042046	0.0265785124629444
X.o__Acidobacteriales	Groups	Treatment 	-0.0627452005856287	0.0247464348666149	49	49	0.0146132043875276	0.0269925431361974
X.g__SWB02	Groups	Treatment 	0.0164108302835817	0.00648192894231852	49	9	0.0147507414209552	0.0270741456460569
X.f__Magnetospiraceae	Groups	Treatment 	0.00562199110964993	0.00222573534023093	49	6	0.0149691498022271	0.0271315840165367
X.g__S085	Groups	Treatment 	0.00468706157032378	0.00185436117999342	49	6	0.0149062354939466	0.0271315840165367
X.g__Bryobacter	Groups	Treatment 	-0.0287298591847811	0.0114739146502618	49	49	0.0158117769025034	0.0284808403833911
X.g__Aquisphaera	Groups	Treatment 	-0.0172308792987445	0.00691605343642178	49	45	0.0163099241498038	0.0291967777990315
X.f__Steroidobacteraceae	Groups	Treatment 	0.00705835033156378	0.00284257366893483	49	6	0.0166505984927641	0.0296237641895802
X.f__Xanthobacteraceae	Groups	Treatment 	0.0209152645329569	0.00844507521581949	49	49	0.0169187115245198	0.0298017691544392
X.o__Solirubrobacterales	Groups	Treatment 	-0.00373197187590167	0.00150742460919026	49	5	0.0169561790016637	0.0298017691544392
X.g__PLTA13	Groups	Treatment 	0.00591073101415873	0.00239457529630056	49	6	0.017266226750157	0.030163890105696
X.g__FCPU453	Groups	Treatment 	-0.00630212473135979	0.00255715841430658	49	10	0.0174321483945443	0.0302713954156757
X.g__Alkanibacter	Groups	Treatment 	0.00523911809448995	0.00214013547306209	49	6	0.0181525732043787	0.0313347989837489
X.g__Hydrogenedensaceae	Groups	Treatment 	0.00933234660891212	0.00383071274596351	49	6	0.0186869351156184	0.0320663383640789
X.g__Escherichia.Shigella	Groups	Treatment 	-0.00868407950273487	0.00361773300363759	49	9	0.0203885964382923	0.0347805468653222
X.f__Blastocatellaceae	Groups	Treatment 	0.0211367197810405	0.00881777704518943	49	10	0.0205555268534433	0.0348602502192899
X.c__Acidimicrobiia	Groups	Treatment 	-0.0281026528440485	0.0118806395622462	49	46	0.0221875852422667	0.0374093006991706
X.g__Zavarzinella	Groups	Treatment 	0.00466410054902079	0.00197975391748238	49	5	0.0227007106000845	0.0380532143007197
X.g__Paenibacillus	Groups	Treatment 	0.00391228055222056	0.00166271365493483	49	5	0.0228619207135085	0.0381032011891808
X.g__Sediminibacterium	Groups	Treatment 	0.0101793828588275	0.00437288488304166	49	6	0.0242760277985954	0.0402288460662439
X.g__Flavitalea	Groups	Treatment 	0.0119015833039305	0.00511974825612368	49	8	0.0244617237379853	0.0403062493409985
X.g__Pla4_lineage	Groups	Treatment 	0.00408671337299002	0.00176386086546536	49	5	0.0249155778052389	0.0405927953006701
X.g__Granulicella	Groups	Treatment 	-0.051982689845734	0.0224324580248744	49	49	0.0248928332843231	0.0405927953006701
X.g__Candidatus_Berkiella	Groups	Treatment 	-0.00848400160107754	0.00368146653452414	49	12	0.0256592983200866	0.0415709302392464
X.g__Berkelbacteria	Groups	Treatment 	0.00496616541140521	0.0021616063922537	49	5	0.0260925596517372	0.0418545413355546
X.g__Dyadobacter	Groups	Treatment 	0.00453800363718063	0.00197566597801033	49	5	0.0261230068335703	0.0418545413355546
X.f__Holosporaceae	Groups	Treatment 	-0.00496016596076661	0.00216856033022313	49	8	0.0267245231634004	0.0425830314142095
X.g__Ohtaekwangia	Groups	Treatment 	0.0167139199754636	0.00738259746913216	49	7	0.0282326270336816	0.0447402286326101
X.g__Turneriella	Groups	Treatment 	0.00671186739785892	0.00296814671634582	49	6	0.0284093654630961	0.0447756303494449
X.g__Pseudoflavitalea	Groups	Treatment 	0.0056888053491294	0.00252342013119471	49	5	0.0288716548990075	0.0452582698416874
X.g__Candidatus_Endonucleariobacter	Groups	Treatment 	-0.00532672625649061	0.00237144081690648	49	7	0.0294303365508666	0.0458860086008136
X.g__PB19	Groups	Treatment 	0.00464740006223355	0.00207918139308167	49	5	0.0301938386862009	0.0465756022287141
X.g__Pedosphaeraceae	Groups	Treatment 	0.0142986099586131	0.00639495170771555	49	44	0.0301436548422098	0.0465756022287141
X.f__Azospirillaceae	Groups	Treatment 	0.00644082622632553	0.0028885642682476	49	8	0.0305781230150875	0.0469188130919331
X.g__Ilumatobacter	Groups	Treatment 	0.00507601907864299	0.00228003637098816	49	5	0.0308261568076527	0.0470504498643119
X.f__Pirellulaceae	Groups	Treatment 	0.0130837673259997	0.00596667946485063	49	49	0.0333061713934123	0.0503061963754665
X.g__Dinghuibacter	Groups	Treatment 	-0.00876987609148443	0.00399731142010089	49	21	0.0332190560078821	0.0503061963754665
X.f__Magnetospirillaceae	Groups	Treatment 	-0.0101031459700677	0.00462038813738185	49	23	0.0337812306464761	0.0507593621112853
X.g__RCP2.54	Groups	Treatment 	-0.0374401149581021	0.0173128607168376	49	49	0.0356960912617761	0.0530864946970003
X.g__Dokdonella	Groups	Treatment 	0.00563426398189966	0.00260286044876542	49	5	0.0355268373480991	0.0530864946970003
X.g__Coxiella	Groups	Treatment 	0.00630510086704497	0.00292940243767935	49	13	0.0365363361580092	0.054058864723585
X.g__Rhodanobacter	Groups	Treatment 	-0.0170427281105087	0.00796232366524927	49	40	0.037540012445882	0.0552619472553594
X.g__Acidiphilium	Groups	Treatment 	-0.0079841024437117	0.00378552078959499	49	12	0.0402899177602649	0.0590104856084688
X.p__Desulfobacterota	Groups	Treatment 	0.0069670388004089	0.00331811536111008	49	5	0.0411510367257536	0.059963042247343
X.g__Armatimonadales	Groups	Treatment 	-0.0165659073181292	0.00791727704382042	49	48	0.0418316736849581	0.059963042247343
X.g__Chthonomonas	Groups	Treatment 	-0.0130850489829025	0.00625822943984913	49	45	0.0419741295731401	0.059963042247343
X.f__Spirosomaceae	Groups	Treatment 	0.00971689771217625	0.00464696005166043	49	10	0.0419583922504778	0.059963042247343
X.g__Pseudoxanthomonas	Groups	Treatment 	0.00484892543446764	0.00231528328138328	49	5	0.0416506383844098	0.059963042247343
X.g__Subgroup_7	Groups	Treatment 	0.0295405251280194	0.0142522283255401	49	9	0.043709625324906	0.0621362320795233
X.f__Neisseriaceae	Groups	Treatment 	-0.00533323898622556	0.0025771677186185	49	9	0.0440293343948235	0.0622853998756039
X.g__Chthonomonadales	Groups	Treatment 	0.0127742945598109	0.00621016799956812	49	7	0.0452599979310992	0.063407726570139
X.g__Edaphobacter	Groups	Treatment 	-0.0170022277738061	0.00826365194428216	49	47	0.0452124132951025	0.063407726570139
X.g__Omnitrophales	Groups	Treatment 	-0.0123721664908454	0.00602444730482933	49	16	0.0455956155859794	0.0635708101919905
X.g__Anaeromyxobacter	Groups	Treatment 	-0.0070734319815484	0.00358373465474122	49	26	0.054303725126182	0.0753496664430277
X.f__Gimesiaceae	Groups	Treatment 	-0.010830900130927	0.00553543576887408	49	43	0.0563447155051986	0.0778093690309886
X.f__Solirubrobacteraceae	Groups	Treatment 	-0.00893090382632588	0.00474073551239216	49	42	0.0657778077392768	0.0904055177459255
X.g__11.24	Groups	Treatment 	0.00887124598515142	0.00486407614504193	49	5	0.0745397963224058	0.101964815724046
X.f__Gemmataceae	Groups	Treatment 	-0.0115544809919104	0.00650436587093121	49	48	0.0821370006044199	0.111829719132778
X.f__Micavibrionaceae	Groups	Treatment 	0.00584107141757912	0.00333238799644588	49	5	0.0861542837742617	0.116751132217457
X.g__Legionella	Groups	Treatment 	-0.00516556446308143	0.00295719508145286	49	17	0.0872083620512061	0.117629883696976
X.g__Dyella	Groups	Treatment 	-0.0128718541032667	0.00740876242969544	49	35	0.0888693981979954	0.11931539572879
X.g__Acidipila	Groups	Treatment 	-0.0252391686526312	0.0146289923145931	49	49	0.0910468435430441	0.121675505195773
X.g__Subgroup_13	Groups	Treatment 	-0.00870146893695174	0.00523285602439086	49	32	0.102997511218149	0.137015037859006
X.g__AD3	Groups	Treatment 	0.00843519478323969	0.00522399008043824	49	21	0.113069285969341	0.149045876959586
X.g__Nevskia	Groups	Treatment 	-0.00751591047579746	0.00464972109144932	49	30	0.112696535780051	0.149045876959586
