feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X.g__Candidatus_Udaeobacter	Groups	Treatment 	0.0148251478770828	0.00738293189932236	49	48	0.0504070474493204	0.261082656019557
X.g__Aquicella	Groups	Treatment 	-0.00687705069376555	0.00350887057102489	49	21	0.0559513333983935	0.282554233661887
X.g__Lacunisphaera	Groups	Treatment 	-0.00517572002358752	0.00266673014870551	49	6	0.0582873383515045	0.287171764561071
X.f__Isosphaeraceae	Groups	Treatment 	0.0123935860786297	0.00645416716937245	49	39	0.06090666832933	0.292932071488682
X.o__Vicinamibacterales	Groups	Treatment 	-0.0226627121988977	0.0118766283811733	49	48	0.0624871992872005	0.293544517581733
X.g__Conexibacter	Groups	Treatment 	0.00430239130356728	0.00229897650510074	49	8	0.067515921350432	0.296311196921215
X.p__Acidobacteriota	Groups	Treatment 	-0.00727217813217991	0.00387686599794374	49	18	0.0669030925299479	0.296311196921215
X.g__JG36.TzT.191	Groups	Treatment 	-0.0103101415358915	0.00548824443599575	49	28	0.0665113446718642	0.296311196921215
X.g__Escherichia.Shigella	Groups	Treatment 	-0.00386774444240733	0.00207783360346081	49	6	0.0689436943331539	0.296311196921215
X.g__Nitrosotaleaceae	Groups	Treatment 	-0.0141337495384459	0.00771472780756989	49	34	0.0732850487575953	0.305788569694015
X.g__Anaeromyxobacter	Groups	Treatment 	-0.0149633631089264	0.00823793884921797	49	20	0.0756902400232711	0.305788569694015
X.g__Subgroup_13	Groups	Treatment 	-0.0142411868353158	0.00780013747152881	49	49	0.0742432897080318	0.305788569694015
X.g__Bauldia	Groups	Treatment 	-0.00670247655578082	0.00376688984609813	49	27	0.0816553801385771	0.317427574947101
X.g__SBR1031	Groups	Treatment 	-0.00839635857924457	0.00471981310571294	49	39	0.0817140291943031	0.317427574947101
X.g__Aliidongia	Groups	Treatment 	0.00897128425540824	0.0050944796720696	49	17	0.0847466492438893	0.322996663155955
X.g__Ktedonobacter	Groups	Treatment 	0.0114739456225539	0.00672592608569511	49	5	0.0946225022839589	0.353958249284439
X.g__URHD0088	Groups	Treatment 	0.0105293367724789	0.00622348164952617	49	49	0.0972911534441019	0.357323872649247
X.o__Planctomycetales	Groups	Treatment 	0.00726287163800937	0.0043644769479539	49	48	0.102749226688545	0.370631139126537
X.g__Anaerolineae	Groups	Treatment 	-0.00335504531928292	0.00204658263355148	49	8	0.107819920272884	0.382098664826711
X.g__Labrys	Groups	Treatment 	0.00349098701177371	0.00216464732104665	49	7	0.11349908019606	0.384014233738569
X.g__Dadabacteriales	Groups	Treatment 	0.00324613516350413	0.00203098843212661	49	5	0.116677586878632	0.384014233738569
X.p__Myxococcota	Groups	Treatment 	-0.00370698529917303	0.00230876436612563	49	11	0.115057632667314	0.384014233738569
X.g__Lineage_IV	Groups	Treatment 	-0.0068756502319788	0.00427669514887146	49	28	0.114598505620457	0.384014233738569
X.f__Acidobacteriaceae_.Subgroup_1.	Groups	Treatment 	-0.00924958025508432	0.00580641698699804	49	23	0.117865754909858	0.384014233738569
X.g__Pedomicrobium	Groups	Treatment 	0.00682020754301039	0.00433732521913894	49	24	0.122555686359386	0.392956327692
X.g__Xanthobacteraceae	Groups	Treatment 	0.00418808271090888	0.00269876048873268	49	12	0.127405503321986	0.395474709210903
X.g__Fimbriimonadaceae	Groups	Treatment 	-0.00633875779333089	0.00406454626326195	49	33	0.125581315248687	0.395474709210903
X.g__Bryobacter	Groups	Treatment 	-0.0119154290599958	0.00771557437046622	49	49	0.129214508950097	0.395474709210903
X.f__Rhodospirillaceae	Groups	Treatment 	-0.00453670481411077	0.00301086712782197	49	16	0.138560227168495	0.412180691124684
X.g__Tundrisphaera	Groups	Treatment 	0.00652473635939939	0.00433243625059363	49	18	0.138753896022171	0.412180691124684
X.o__Chitinophagales	Groups	Treatment 	0.00209726531146836	0.00142992628177404	49	5	0.149118740956563	0.436550517003272
X.f__Elsteraceae	Groups	Treatment 	-0.00648490748252037	0.00451781169412447	49	31	0.157792564571693	0.439079655724991
X.g__Nitrospira	Groups	Treatment 	-0.0130779140769088	0.00914578190292466	49	43	0.159348718296293	0.439079655724991
X.p__Desulfobacterota	Groups	Treatment 	-0.0050449213910385	0.00355133416870575	49	19	0.162042027536759	0.439079655724991
X.g__Mycobacterium	Groups	Treatment 	0.00899140945114575	0.00625320589556305	49	43	0.157091191569729	0.439079655724991
X.g__Aquisphaera	Groups	Treatment 	0.00707378277076365	0.00499143927342245	49	43	0.163024624650368	0.439079655724991
X.g__Pseudomonas	Groups	Treatment 	-0.00244165239900657	0.00170068081699879	49	5	0.1577126075949	0.439079655724991
X.g__A21b	Groups	Treatment 	-0.00896867907575939	0.00660028761839351	49	48	0.180685633314008	0.462006302904172
X.g__TRA3.20	Groups	Treatment 	-0.00617502764053617	0.00449131391361867	49	18	0.175687326516325	0.462006302904172
X.g__AKYH767	Groups	Treatment 	-0.00286951929383652	0.00209192289142562	49	7	0.17666550504684	0.462006302904172
X.g__Schlesneria	Groups	Treatment 	-0.00391916652834156	0.00288334090555915	49	13	0.180555548603429	0.462006302904172
X.g__Mucilaginibacter	Groups	Treatment 	0.0154296912236369	0.0114823354133976	49	31	0.185472324732043	0.468317619948408
X.g__ADurb.Bin063.1	Groups	Treatment 	-0.00637889119946038	0.00480342854320476	49	42	0.190595780362603	0.469521449180694
X.c__Gammaproteobacteria	Groups	Treatment 	0.0146126284036134	0.0110036434763175	49	47	0.190597816004044	0.469521449180694
X.g__CPla.3_termite_group	Groups	Treatment 	-0.00247327694990343	0.00188855716259178	49	7	0.196692935427464	0.474681556872259
X.g__Subgroup_2	Groups	Treatment 	-0.0223306590136858	0.017078482412236	49	49	0.197392330580543	0.474681556872259
X.g__1921.2	Groups	Treatment 	-0.0124359131041335	0.00956568361320402	49	44	0.199921846543172	0.475108388255538
X.g__SM1A02	Groups	Treatment 	-0.00298557824830658	0.0023374030203213	49	8	0.207768233973806	0.488013758868706
X.f__Microscillaceae	Groups	Treatment 	-0.00436924814971382	0.00344184121164351	49	17	0.210530346287845	0.488817585633846
X.f__Diplorickettsiaceae	Groups	Treatment 	0.00570192632285988	0.00467139161110327	49	19	0.228323996989492	0.493279479182885
X.c__Alphaproteobacteria	Groups	Treatment 	-0.00918837380994079	0.00746636646517252	49	49	0.224582830054325	0.493279479182885
X.g__Chthonomonadales	Groups	Treatment 	-0.00495321814951208	0.00401236294735885	49	24	0.223157423041087	0.493279479182885
X.g__Chthoniobacter	Groups	Treatment 	-0.00471387239964127	0.00380970774636559	49	20	0.222110279626023	0.493279479182885
X.g__WD2101_soil_group	Groups	Treatment 	-0.00698295243045502	0.00573845676631259	49	43	0.229729241020442	0.493279479182885
X.g__FCPU426	Groups	Treatment 	-0.00280748937343275	0.00229770493136685	49	12	0.227851022138665	0.493279479182885
X.g__Acidicapsa	Groups	Treatment 	0.00843770616574097	0.00696813148874333	49	32	0.231987873873139	0.493279479182885
X.g__Edaphobaculum	Groups	Treatment 	0.0047884059625423	0.00384090027799729	49	19	0.218689298246344	0.493279479182885
X.g__Puia	Groups	Treatment 	0.0131417309883165	0.0109906735512403	49	44	0.23780518298382	0.500381739195122
X.g__Opitutus	Groups	Treatment 	-0.00294831052875042	0.00248650327554104	49	9	0.241690848658548	0.503314963185843
d__Bacteria	Groups	Treatment 	-0.00612843926213521	0.00529357838470923	49	47	0.252831144388781	0.520384805844579
X.g__Blfdi19	Groups	Treatment 	0.00247904481426821	0.00216330589831074	49	5	0.257616240517118	0.520384805844579
X.g__JG30.KF.AS9	Groups	Treatment 	-0.00876816190206444	0.00761241434726904	49	29	0.255218891667336	0.520384805844579
X.o__Burkholderiales	Groups	Treatment 	-0.0124984218490656	0.0112681730112154	49	39	0.272996251616539	0.530542133691849
X.o__Rhodospirillales	Groups	Treatment 	-0.00404227559746746	0.0036432916093967	49	24	0.272854183223077	0.530542133691849
X.g__Babeliales	Groups	Treatment 	-0.00299995833519638	0.00270554611065072	49	11	0.273150405465111	0.530542133691849
X.g__TK10	Groups	Treatment 	-0.00544848538357276	0.00484067042102375	49	41	0.266064960573056	0.530542133691849
X.g__P3OB.51	Groups	Treatment 	-0.00268380232710826	0.00248612615927973	49	7	0.285868471026495	0.544768218371246
X.g__Subgroup_17	Groups	Treatment 	-0.0112022017529215	0.010346239527854	49	43	0.284451209585594	0.544768218371246
X.g__Catenulispora	Groups	Treatment 	0.00368187170704464	0.00345270112393408	49	11	0.291701815214116	0.545590432159735
X.g__Pedosphaera	Groups	Treatment 	-0.00554353588159752	0.00517653266944229	49	32	0.289684145523335	0.545590432159735
X.g__SAR202_clade	Groups	Treatment 	-0.00299034996420505	0.0028211231772685	49	10	0.294568192313874	0.545897016948647
X.g__Group_1.1c	Groups	Treatment 	-0.00857333068602791	0.00832791004642674	49	46	0.308527945964934	0.561465271035285
X.f__Gemmatimonadaceae	Groups	Treatment 	-0.0114702440817166	0.0110861979583453	49	44	0.306130622506082	0.561465271035285
X.f__Solirubrobacteraceae	Groups	Treatment 	0.00396049008077258	0.00387995116856525	49	31	0.312594872649751	0.563787181029014
X.g__Gemmata	Groups	Treatment 	0.00343352210288158	0.0034037189080162	49	15	0.318256951052909	0.568919505422015
X.g__Subgroup_10	Groups	Treatment 	0.00973415505565711	0.00986740965397216	49	45	0.328941492606376	0.582861241284983
X.g__Inquilinus	Groups	Treatment 	0.00373122048601003	0.00387402842834539	49	33	0.340408150724983	0.593289433521255
X.o__Gaiellales	Groups	Treatment 	-0.00387403602038926	0.00402477300264583	49	28	0.340700862814186	0.593289433521255
X.g__Gemmatimonas	Groups	Treatment 	-0.00367944225446064	0.00394828063214103	49	24	0.356145633249574	0.614883913815503
X.g__WPS.2	Groups	Treatment 	-0.00505261347427224	0.00557250416502742	49	46	0.369188457502315	0.632000579792099
X.f__Pedosphaeraceae	Groups	Treatment 	0.00509167169354851	0.00584450025947209	49	35	0.388078656909272	0.658755367190528
X.g__S.BQ2.57_soil_group	Groups	Treatment 	-0.00310392957325456	0.00359577719850305	49	21	0.392402852760455	0.660544802146765
X.p__Chloroflexi	Groups	Treatment 	0.00310721225454015	0.00373894643876931	49	18	0.410153342008428	0.674411456292712
X.o__Acidobacteriales	Groups	Treatment 	0.0111889977598595	0.013289936825111	49	49	0.404099178976257	0.674411456292712
X.g__env.OPS_17	Groups	Treatment 	0.00198288382859444	0.00238861333046155	49	7	0.410656480811899	0.674411456292712
X.g__Burkholderia.Caballeronia.Paraburkholderia	Groups	Treatment 	0.0092521388532769	0.0112737982626622	49	48	0.41597380440362	0.677634745883316
X.o__Chthoniobacterales	Groups	Treatment 	-0.00158144605574457	0.0019592876982975	49	5	0.423644015068789	0.684608728351164
X.f__Anaerolineaceae	Groups	Treatment 	-0.00351718519684998	0.00448087578221975	49	32	0.436431928849678	0.699140003581867
X.f__Opitutaceae	Groups	Treatment 	-0.00204755113536709	0.00263160317749959	49	17	0.440431691940575	0.699140003581867
X.g__SJA.28	Groups	Treatment 	-0.00372829505392451	0.00481917824616366	49	31	0.443019408210292	0.699140003581867
X.g__Kapabacteriales	Groups	Treatment 	-0.00360370675762055	0.0047098697883043	49	46	0.448013718997542	0.701540862306228
X.g__RCP2.54	Groups	Treatment 	0.00521956200786815	0.00717335405990715	49	49	0.470448283532178	0.731004255949999
X.g__FCPS473	Groups	Treatment 	-0.0025280728183512	0.00354853621993172	49	11	0.479722394385134	0.734120633831795
X.g__11.24	Groups	Treatment 	0.00437872790889	0.00610182625749482	49	36	0.476549911494179	0.734120633831795
X.f__Myxococcaceae	Groups	Treatment 	-0.00347891489184185	0.00498798798494463	49	25	0.488951844019563	0.742618590165051
X.g__Acidibacter	Groups	Treatment 	-0.00605264523027817	0.00888643571449616	49	49	0.499143775881044	0.752440617372917
X.g__G12.WMSP1	Groups	Treatment 	-0.00346820642248819	0.00514271717813117	49	19	0.50336602534968	0.753184719412114
X.g__Dyella	Groups	Treatment 	-0.00414522636499392	0.00626833202476841	49	19	0.511651122216353	0.754405304289805
X.f__Solimonadaceae	Groups	Treatment 	0.0013695176381141	0.00206294880802833	49	9	0.510020924456521	0.754405304289805
X.g__Roseisolibacter	Groups	Treatment 	0.00252300481153982	0.00393090267507933	49	27	0.524096223638164	0.76360712576815
X.g__37.13	Groups	Treatment 	0.00239685894545784	0.00378125471424037	49	17	0.52923266142347	0.76360712576815
X.g__WD260	Groups	Treatment 	0.0119801709599244	0.0188996101917471	49	49	0.529229237729733	0.76360712576815
X.f__Comamonadaceae	Groups	Treatment 	-0.00251935998819649	0.00420468828438847	49	22	0.551931097479416	0.763630696512617
X.g__Obscuribacteraceae	Groups	Treatment 	0.00317363517705496	0.0052598435457095	49	43	0.54916308474814	0.763630696512617
X.g__Rhodoplanes	Groups	Treatment 	0.00327947920427402	0.00538912797795309	49	24	0.545761893324396	0.763630696512617
X.f__Geobacteraceae	Groups	Treatment 	-0.0017546924806467	0.00283988337026465	49	6	0.539640396642578	0.763630696512617
X.g__Bdellovibrio	Groups	Treatment 	0.00217734435704578	0.00348518083444026	49	20	0.535160698638151	0.763630696512617
X.f__Ktedonobacteraceae	Groups	Treatment 	0.0106648559753499	0.0175771233032206	49	35	0.546939132235646	0.763630696512617
X.g__Rhodovastum	Groups	Treatment 	0.00317687737812768	0.00557560401892739	49	19	0.571539309663629	0.78538054797315
X.g__Reyranella	Groups	Treatment 	0.00396706081030356	0.00733474752325211	49	46	0.591159395456929	0.785619722909866
X.g__Candidatus_Paracaedibacter	Groups	Treatment 	-0.00133998754148405	0.00247535318534944	49	10	0.590835757953665	0.785619722909866
X.g__Phenylobacterium	Groups	Treatment 	0.00375013617320378	0.00668553390219962	49	25	0.577507882769049	0.785619722909866
X.g__Vermiphilaceae	Groups	Treatment 	0.00119455384391177	0.00219693565805634	49	8	0.589192950579888	0.785619722909866
X.g__GAL15	Groups	Treatment 	-0.00464541984405196	0.00851042396407863	49	33	0.587750296957274	0.785619722909866
X.g__NB1.j	Groups	Treatment 	0.00287908846078671	0.00560610262559307	49	26	0.609963326730939	0.802547313169904
X.f__Gimesiaceae	Groups	Treatment 	-0.00234687049718911	0.00459399278742431	49	26	0.611843001129531	0.802547313169904
X.f__Caulobacteraceae	Groups	Treatment 	0.00308646618319569	0.00632477576231538	49	46	0.627821473543221	0.818193146166004
X.g__Pandoraea	Groups	Treatment 	0.00230848606153858	0.00485930320056538	49	19	0.636940771441132	0.824756639943004
X.g__Hyphomicrobium	Groups	Treatment 	0.00159883934743616	0.00342843577346306	49	16	0.643121762060672	0.827456025071693
X.g__Roseiarcus	Groups	Treatment 	0.00242614494237862	0.00558587614444949	49	40	0.666032289678596	0.845102073571601
X.g__Acidothermus	Groups	Treatment 	-0.00230729310336003	0.0053697212849929	49	42	0.669387781046813	0.845102073571601
X.g__vadinHA49	Groups	Treatment 	0.000756197713345753	0.00172905991775279	49	5	0.663863418515745	0.845102073571601
X.g__Rhodomicrobium	Groups	Treatment 	-0.000600675110610209	0.00146256013555203	49	5	0.683158153942574	0.846737571000966
X.g__AD3	Groups	Treatment 	-0.00759561860765901	0.0185004809449281	49	48	0.683258535015631	0.846737571000966
X.g__Edaphobacter	Groups	Treatment 	0.00324826832409051	0.00776701370259844	49	34	0.677695937463252	0.846737571000966
X.g__Candidatus_Solibacter	Groups	Treatment 	-0.00233861319929055	0.00595737168944179	49	49	0.696420769110925	0.852587850669132
X.g__Candidatus_Koribacter	Groups	Treatment 	0.00250010604772701	0.00633798598101962	49	46	0.695022950242831	0.852587850669132
X.g__RB41	Groups	Treatment 	-0.00224662248751272	0.00619289527196928	49	30	0.718399966302057	0.871734648761209
X.g__Rhodanobacter	Groups	Treatment 	-0.00156951276659862	0.00436353738300555	49	26	0.720691516550109	0.871734648761209
X.f__Pirellulaceae	Groups	Treatment 	-0.00160049362459751	0.00462504247965421	49	46	0.730849840494823	0.878759927261632
X.g__FCPU453	Groups	Treatment 	-0.000572275682992928	0.00169050207918517	49	7	0.736475961714767	0.880284877315876
X.g__Polycyclovorans	Groups	Treatment 	0.000807344281799066	0.00245999489475389	49	5	0.744226113989193	0.884315735445983
X.f__Nitrosomonadaceae	Groups	Treatment 	0.000661640942602216	0.00215934625262594	49	6	0.760647329652155	0.898542459589095
X.g__67.14	Groups	Treatment 	-0.000568484020337712	0.00191924527381034	49	7	0.76838082456437	0.90095650746159
X.c__Acidimicrobiia	Groups	Treatment 	-0.0013481950706587	0.00461793027541503	49	39	0.771611266291361	0.90095650746159
X.o__Elsterales	Groups	Treatment 	-0.0025671497984014	0.0092435595789174	49	49	0.782442977127815	0.901566870996866
X.f__Acetobacteraceae	Groups	Treatment 	0.00239935781547896	0.00880299095217345	49	49	0.786384133327624	0.901566870996866
X.g__P2.11E	Groups	Treatment 	0.000737894355015332	0.00275487916109243	49	6	0.789986812705175	0.901566870996866
X.f__Gemmataceae	Groups	Treatment 	0.00277734895787654	0.0102126252417365	49	49	0.786849650662571	0.901566870996866
X.g__Acidicaldus	Groups	Treatment 	0.000793892932897141	0.00310480856743941	49	17	0.799299908073867	0.902822945716307
X.g__SHA.26	Groups	Treatment 	-0.000807726108894643	0.00317064049816325	49	17	0.800026273679302	0.902822945716307
X.g__MBNT15	Groups	Treatment 	-0.00053008130530599	0.0022716052106048	49	6	0.816502228392357	0.916296945195867
X.f__Oxalobacteraceae	Groups	Treatment 	0.00138883741115152	0.0079118973007419	49	35	0.861411137392288	0.940567836504012
X.g__Acidocella	Groups	Treatment 	0.00218282188135398	0.0121262703606734	49	34	0.857920412025797	0.940567836504012
X.g__0319.6G20	Groups	Treatment 	-0.000738397783454593	0.00373193823465337	49	24	0.844008625522703	0.940567836504012
X.f__Methylacidiphilaceae	Groups	Treatment 	-0.000890572069213897	0.00479822097530245	49	27	0.853553517352595	0.940567836504012
X.g__Subgroup_7	Groups	Treatment 	-0.00222143321001065	0.0123012047698466	49	46	0.857468488272798	0.940567836504012
X.g__Pedosphaeraceae	Groups	Treatment 	-0.000370666907518956	0.00260076332654612	49	11	0.887276659348175	0.953350453129422
X.c__Acidobacteriae	Groups	Treatment 	0.000638419800613632	0.00439992887277541	49	38	0.885254153981454	0.953350453129422
X.f__Chitinophagaceae	Groups	Treatment 	0.000969133517656296	0.00660060139997357	49	34	0.883898125685985	0.953350453129422
X.g__Haliangium	Groups	Treatment 	0.000424938421328686	0.00331769679014066	49	18	0.898630281177559	0.960440829618344
X.p__Armatimonadota	Groups	Treatment 	-0.000319379068555971	0.00349837266798881	49	23	0.927647288562138	0.986235538366063
X.c__Thermoplasmata	Groups	Treatment 	2.47042841721118e-05	0.00423057454975885	49	19	0.99536552482824	0.996720443598944
X.g__Ellin6067	Groups	Treatment 	0.000133150698161915	0.00949863911666131	49	30	0.988875059593836	0.996720443598944
X.f__Magnetospirillaceae	Groups	Treatment 	-3.00357484467864e-05	0.00295871894882444	49	9	0.991943298267683	0.996720443598944
X.f__Micropepsaceae	Groups	Treatment 	-3.05221068603442e-05	0.00738632309377336	49	49	0.996720443598944	0.996720443598944
X.g__IMCC26256	Groups	Treatment 	0.000244010307275724	0.00435925153951934	49	27	0.955598786599701	0.996720443598944
X.g__JG30a.KF.32	Groups	Treatment 	9.47299819872884e-05	0.00511068640325212	49	30	0.985289989477923	0.996720443598944
X.g__JG30.KF.CM66	Groups	Treatment 	-9.60467079934118e-05	0.00300399611612925	49	17	0.974628992556339	0.996720443598944
X.g__Rokubacteriales	Groups	Treatment 	-0.000792500963706322	0.0151370602876894	49	47	0.958467714246955	0.996720443598944
X.g__Occallatibacter	Groups	Treatment 	-0.000175748574920644	0.00757840466925954	49	47	0.981596330545053	0.996720443598944
X.g__CWT_CU03.E12	Groups	Treatment 	6.51689952647805e-05	0.00350597198915582	49	17	0.98524846542691	0.996720443598944
X.g__Terrimonas	Groups	Treatment 	0.000130795391718785	0.00223060613480026	49	7	0.953490078189157	0.996720443598944
X.c__Bacteroidia	Groups	Treatment 	0.000159712035169892	0.00265777016656062	49	7	0.952336765587893	0.996720443598944
