"","Treatment W","Treatment q","Treatment p","Taxa"
"ASV13250",-0.465561860521361,1,0.641529148136795," g__Dyella"
"ASV13254",-0.0530659954821934,1,0.957679324935275," f__Xanthomonadaceae"
"ASV13279",1.74509664079391,1,0.0809680482213601," f__Solimonadaceae"
"ASV13281",0.696025499938562,1,0.486412860453107," g__Polycyclovorans"
"ASV13295",4.51532727492242,0.00159312022043165,6.32190563663354e-06," g__Nevskia"
"ASV1330",2.4666266567908,1,0.0136392482715937," g__Aliidongia"
"ASV13359",1.44692325570272,1,0.1479184189647," g__Candidatus_Berkiella"
"ASV13653",2.91178222385195,0.84812050080399,0.00359373093561013," g__Candidatus_Ovatusbacter"
"ASV13669",-0.541533287642083,1,0.588140060118765," g__Pseudomonas"
"ASV13681",-0.993251522238884,1,0.320587395704818," g__Escherichia-Shigella"
"ASV1417",1.26484966977184,1,0.205925222217891," g__URHD0088"
"ASV144",0.482978380672656,1,0.629111086859771," g__SCGC_AAA011-D5"
"ASV1644",-0.0985767960768911,1,0.921474294317109," o__Elsterales"
"ASV1808",0.346408324455847,1,0.729035869940175," g__Reyranella"
"ASV1871",-1.86183745054092,1,0.0626260058872559," f__Rhodospirillaceae"
"ASV1887",1.19222920923055,1,0.233171383258134," f__Magnetospirillaceae"
"ASV1952",-1.05661327591356,1,0.290688119050441," g__Acidocella"
"ASV1998",1.20555365735073,1,0.227989637075039," g__Acidicaldus"
"ASV220",0.735237999565271,1,0.462194560258286," f__Oxalobacteraceae"
"ASV2237",0.269998142605461,1,0.787161682544933," g__Rhodovastum"
"ASV2267",0.334193297226427,1,0.738233701565006," f__Acetobacteraceae"
"ASV2306",-1.01611706936427,1,0.309573641545415," g__Candidatus_Paracaedibacter"
"ASV2338",-1.76834224012191,1,0.0770037063589331,"d__Bacteria"
"ASV235",0.24357927948239,1,0.807556677593038," g__Ellin6067"
"ASV248",-2.59715029440696,1,0.00940007837115909," f__Sutterellaceae"
"ASV2489",-0.30727420352804,1,0.758634669118267," g__SM2D12"
"ASV262",-0.837385845444284,1,0.402375719412188," f__Nitrosomonadaceae"
"ASV2684",0.287894925529211,1,0.773427171392108," g__Rhodoplanes"
"ASV275",1.56614514499036,1,0.117314641298622," g__GOUTA6"
"ASV2780",2.53353323049426,1,0.0112919033143317," f__Xanthobacteraceae"
"ASV282",-0.713070988438599,1,0.475801830720487," g__B1-7BS"
"ASV2826",-2.38236106774972,1,0.0172020216248755," g__Pseudolabrys"
"ASV2890",2.81104443456318,1,0.00493809657093978," g__Labrys"
"ASV2893",1.98677771924322,1,0.0469470347539508," f__Beijerinckiaceae"
"ASV290",-1.05016933552232,1,0.29364026524837," g__A21b"
"ASV2907",1.2515572694997,1,0.210731233179765," g__Roseiarcus"
"ASV2981",-1.28875136730956,1,0.197484538207695," g__Bauldia"
"ASV300",0.998471362656244,1,0.318050844254651," f__Rhodocyclaceae"
"ASV3001",2.35429183675332,1,0.0185580347152892," g__Bradyrhizobium"
"ASV3024",2.64575125027822,1,0.00815097305809111," g__Xanthobacteraceae"
"ASV3026",-0.174341176357378,1,0.8615973406688," g__Rhodomicrobium"
"ASV303",-4.28682324051869,0.0045311599252708,1.81246397010832e-05," g__IS-44"
"ASV3030",0.836555952421761,1,0.40284221347816," f__Methyloligellaceae"
"ASV3034",0.950686689245168,1,0.341763447185766," g__Hyphomicrobium"
"ASV3051",2.05762689039542,1,0.039625963302564," g__Pedomicrobium"
"ASV3071",-3.11405135531977,0.444735054260249,0.00184537366912966," g__KF-JG30-B3"
"ASV3179",-3.37546894718984,0.180540518521353,0.000736900075597358," g__Micropepsaceae"
"ASV3210",0.244616871667706,1,0.806753099178686," f__Micropepsaceae"
"ASV336",-4.98087489470473,0.000160775527587944,6.32974518062774e-07," g__MND1"
"ASV3368",0.660328483170449,1,0.509043055475969," f__Caulobacteraceae"
"ASV3456",0.335691981910563,1,0.737103152826048," g__Phenylobacterium"
"ASV3607",-0.472251794049304,1,0.636747074229167," g__SWB02"
"ASV3622",-1.39371022905394,1,0.163405126048929," c__Alphaproteobacteria"
"ASV3655",-2.91619845208004,0.839750364775829,0.0035432504842862," g__A0839"
"ASV3662",1.67983437186415,1,0.0929895455729879," g__bacteriap25"
"ASV3664",2.44808579668719,1,0.0143617452461436," g__Dadabacteriales"
"ASV367",-1.09795483127185,1,0.2722242132772," g__TRA3-20"
"ASV3688",0.887342842234511,1,0.374894346416551," g__Entotheonellaceae"
"ASV3696",-0.987519133710922,1,0.323388207668453," g__Nitrospira"
"ASV3717",-1.39243527459506,1,0.163790628905707," o__Gaiellales"
"ASV3725",2.16277675640098,1,0.0305583541747773," g__Gaiella"
"ASV3731",-0.109134352098746,1,0.913095928569919," g__67-14"
"ASV3745",0.855169214778634,1,0.392457476379207," f__Solirubrobacteraceae"
"ASV3784",2.96759220437955,0.717339966748063,0.00300142245501282," g__Conexibacter"
"ASV381",-2.281337559995,1,0.0225284797683063," o__Burkholderiales"
"ASV3811",0.102570502970185,1,0.918303854551586," f__Geobacteraceae"
"ASV3814",-0.10191487118966,1,0.918824245923758," g__Citrifermentans"
"ASV3829",1.76023277249694,1,0.0783683474480676," g__Blfdi19"
"ASV384",-0.579760632461738,1,0.56207604886753," g__P3OB-51"
"ASV3849",-1.43675175636008,1,0.150788542947758," g__27F-1492R"
"ASV3868",-0.378274784307763,1,0.705226475384214," g__P3OB-42"
"ASV3890",-0.776395646034383,1,0.43751541463865," f__Myxococcaceae"
"ASV3918",-2.13105108236965,1,0.0330849340751026," g__Anaeromyxobacter"
"ASV3940",-0.44874228377933,1,0.653617578237247," p__Myxococcota"
"ASV3947",-0.671279211765964,1,0.502042675173378," g__Haliangium"
"ASV4064",-4.095901592895,0.0104711608379397,4.2052854770842e-05," g__Pajaroellobacter"
"ASV407",0.930969880497142,1,0.35186914458863," g__Burkholderia-Caballeronia-Paraburkholderia"
"ASV4168",0.249110505962727,1,0.803275303000618," g__Phaselicystis"
"ASV4178",-1.11964917136543,1,0.262863292973577," o__Polyangiales"
"ASV423",1.54253413912353,1,0.122943848574798," g__Pandoraea"
"ASV4241",-0.68862198087542,1,0.491061184867494," g__MBNT15"
"ASV4307",0.698670099581437,1,0.484758224178802," g__RCP2-54"
"ASV4352",-1.34420418121351,1,0.178882369965587," p__Desulfobacterota"
"ASV4356",0.659325807394972,1,0.509686573588681," g__NB1-j"
"ASV44",-0.396877467431474,1,0.691457820935304," c__Thermoplasmata"
"ASV445",-4.39100138680843,0.002832028504992,1.12829820916016e-05," g__mle1-7"
"ASV4468",0.0833740042500167,1,0.933554158133708," g__0319-6G20"
"ASV4524",-2.59067060467749,1,0.00957891288338902," g__SAR324_clade(Marine_group_B)"
"ASV4570",1.00668355257888,1,0.314086868464838," g__Bdellovibrio"
"ASV4670",-0.754255996763701,1,0.450695519242412," g__Silvanigrella"
"ASV4684",-0.559656451861273,1,0.575713791527841," o__Oligoflexales"
"ASV4708",-3.29261078514151,0.242198749629258,0.000992617826349419," o__Babeliales"
"ASV4731",0.442096409385183,1,0.658419442570598," g__Vermiphilaceae"
"ASV4743",-3.23251408609371,0.298175789249478,0.00122706086110896," g__Babeliales"
"ASV4788",3.70660090763912,0.0516746526610967,0.000210059563662995," g__0319-7L14"
"ASV479",-0.375438579298004,1,0.707334317594104," f__Comamonadaceae"
"ASV4917",-0.137921126413832,1,0.89030275350858," g__IMCC26256"
"ASV4955",-0.884483047930609,1,0.376435509532481," c__Acidimicrobiia"
"ASV5049",0.0941430788821955,1,0.924995500319298," g__Acidothermus"
"ASV5082",1.74584633661494,1,0.080837656796293," g__Mycobacterium"
"ASV5102",1.30480819658041,1,0.191958167397276," g__Catenulispora"
"ASV5107",1.59961192176483,1,0.109684702054341," g__Actinospica"
"ASV5119",2.58971384722177,1,0.00960557412533956," g__Jatrophihabitans"
"ASV5124",2.18402006143594,1,0.0289607739449655," f__Thermomonosporaceae"
"ASV513",-0.504010607902373,1,0.614253922637284," g__PLTA13"
"ASV5198",1.83470772224409,1,0.0665490074839655," g__Mucilaginibacter"
"ASV5281",-0.41052672675055,1,0.681419601854794," g__AKYH767"
"ASV5293",1.23377674844593,1,0.217286105925489," g__Cohnella"
"ASV5298",2.20845067355234,1,0.027212872710365," g__Paenibacillus"
"ASV5326",2.09425362948277,1,0.0362373926843026," g__Desulfosporosinus"
"ASV5364",0.648868865180101,1,0.516423140686343," g__C0119"
"ASV5365",0.593776222835291,1,0.552661794198092," g__Spirochaeta"
"ASV5373",-0.137895822567212,1,0.89032275197713," g__Saccharimonadales"
"ASV5407",0.0363379308428785,1,0.971012905461016," g__Lineage_IIb"
"ASV5426",-0.830435825892215,1,0.40629241707666," g__Elusimicrobiota"
"ASV5448",-2.86360092860084,0.975932965716232,0.00418855350092803," g__Lineage_IIa"
"ASV5542",-1.35895006243476,1,0.17416241346237," g__Lineage_IV"
"ASV5581",0.976209042641661,1,0.328960883025862," f__Fibrobacteraceae"
"ASV5587",-0.507795200764376,1,0.611596975837493," g__AD3"
"ASV5642",1.40730697877578,1,0.159336380832071," p__Chloroflexi"
"ASV565",-0.952655468401323,1,0.340764663101996," g__Aquicella"
"ASV5669",0.230571133191223,1,0.817647995746342," g__Anaerolineae"
"ASV5678",-0.180296395297729,1,0.856919885436993," g__SHA-26"
"ASV5689",0.759171940537234,1,0.447749708846802," c__Dehalococcoidia"
"ASV5691",-0.204655135907264,1,0.837841574765691," g__SAR202_clade"
"ASV5702",-1.60609564195112,1,0.108252897290258," f__Anaerolineaceae"
"ASV5713",-0.773915292159339,1,0.438980885775596," c__Anaerolineae"
"ASV5742",0.396347683324982,1,0.69184855510167," g__P2-11E"
"ASV5744",0.555067668065397,1,0.578848376657657," g__KD4-96"
"ASV5746",0.634974257563895,1,0.525445204354987," g__B12-WMSP1"
"ASV5850",-2.46649323510632,1,0.0136443305737548," g__SBR1031"
"ASV5856",1.620849213398,1,0.105049980997732," o__SBR1031"
"ASV5881",-1.50470891917806,1,0.132398928985857," g__JG30-KF-AS9"
"ASV5906",2.74903569426924,1,0.00597708769074497," g__Ktedonobacter"
"ASV5907",0.684237005178694,1,0.493825518438228," f__Ktedonobacteraceae"
"ASV5909",0.127397316748702,1,0.898625939861722," g__1959-1"
"ASV5945",-1.12418245120537,1,0.260935632593897," g__G12-WMSP1"
"ASV5966",-1.48398391503283,1,0.137813187875646," g__1921-3"
"ASV5971",-0.347379347227798,1,0.728306346961849," g__FCPS473"
"ASV5975",-2.96661480328247,0.717339966748063,0.0030109792695491," g__HSB_OF53-F07"
"ASV6001",-0.0733491689488474,1,0.941528265877902," g__JG30a-KF-32"
"ASV6042",-1.1261492303974,1,0.260102358892379," g__1921-2"
"ASV6076",-0.312012495133976,1,0.75503102730208," g__Elev-1554"
"ASV6097",-0.301924206532438,1,0.762709842228743," g__JG30-KF-CM66"
"ASV6105",-0.91629689649798,1,0.359511195347313," g__TK10"
"ASV6151",-1.58812464455871,1,0.112258156549386," g__WPS-2"
"ASV632",1.40922061203078,1,0.158769944729649," f__Diplorickettsiaceae"
"ASV6356",-1.88842472229325,1,0.058968955009331," g__Fimbriimonadaceae"
"ASV6418",-1.0149425535104,1,0.310133212060763," g__Armatimonadales"
"ASV6517",-0.807694059172993,1,0.419266724398241," p__Armatimonadota"
"ASV6580",-2.31278234589338,1,0.0207346088959483," g__Chthonomonas"
"ASV6620",-0.865192660612018,1,0.386933053046103," g__Chthonomonadales"
"ASV6640",-0.14191774512272,1,0.88714497760616," g__Rokubacteriales"
"ASV6648",0.685853193238692,1,0.492805688870667," g__GAL15"
"ASV6663",0.00681530034379812,1,0.994562219174444," g__FCPU453"
"ASV6668",-2.38347296603054,1,0.0171501440750712," g__S-BQ2-57_soil_group"
"ASV6728",0.640805214839975,1,0.521649244388182," f__Methylacidiphilaceae"
"ASV6997",-0.194775153293499,1,0.845568974539417," g__Pedosphaera"
"ASV7059",-2.66869005220808,1,0.00761476841283341," g__ADurb.Bin063-1"
"ASV7117",-0.388246268029588,1,0.697833796362981," g__Pedosphaeraceae"
"ASV7187",1.25468760856829,1,0.209592185797009," f__Pedosphaeraceae"
"ASV7244",-1.45341903501408,1,0.146107444569303," g__Lacunisphaera"
"ASV7298",-0.461728815125818,1,0.644275804480283," f__Opitutaceae"
"ASV7314",0.0987697791650395,1,0.921321063867336," g__Opitutus"
"ASV7423",-2.564093043447,1,0.0103445809630125," g__Chthoniobacter"
"ASV7486",0.809886026679797,1,0.418005683541429," o__Chthoniobacterales"
"ASV7529",2.87248569831828,0.952980238355988,0.00407256512117944," g__Candidatus_Udaeobacter"
"ASV7543",3.18857007016853,0.346007614208679,0.00142978352978793," g__Candidatus_Xiphinematobacter"
"ASV7578",-2.90160069728684,0.87246437592925,0.00371261436565638," g__Omnitrophales"
"ASV7605",-1.7164323674934,1,0.0860829366707995," o__Omnitrophales"
"ASV7615",0.133698069027436,1,0.893641332148233," g__Candidatus_Omnitrophus"
"ASV7650",-2.42559982386316,1,0.0152831120283485," g__BD7-11"
"ASV7660",-2.49750672227641,1,0.01250700937855," g__Pla4_lineage"
"ASV7673",0.252487583064066,1,0.800664210558029," g__OM190"
"ASV7690",0.265628168112728,1,0.790525589685402," g__vadinHA49"
"ASV7732",-1.13269230174223,1,0.257343491624316," g__CPla-3_termite_group"
"ASV7896",-1.28221349524659,1,0.199767763416581," g__WD2101_soil_group"
"ASV8121",1.46414464805214,1,0.143154430265257," f__Phycisphaeraceae"
"ASV8145",0.286358878991509,1,0.774603266311983," g__SM1A02"
"ASV8192",-0.397248371695058,1,0.691184315049716," f__Pirellulaceae"
"ASV8476",0.2302355332227,1,0.817908751895384," f__Gemmataceae"
"ASV87",-1.79619785512842,1,0.0724630557352933," g__Group_1.1c"
"ASV8740",2.06397601411314,1,0.039019990640277," g__Gemmata"
"ASV932",1.11057484839559,1,0.266751393955211," g__Obscuribacteraceae"
"ASV9357",0.835264056453493,1,0.403569050315722," g__Pir4_lineage"
"ASV9417",1.15400485138652,1,0.248498179965578," g__Aquisphaera"
"ASV9454",2.74991592649394,1,0.00596105570224563," g__Singulisphaera"
"ASV9455",1.68404510173022,1,0.0921729527124852," f__Isosphaeraceae"
"ASV9474",1.09179378970079,1,0.274923749349781," g__Tundrisphaera"
"ASV9520",-0.264583948763017,1,0.791329986618687," f__Gimesiaceae"
"ASV9524",2.46986541568875,1,0.0135163893025371," o__Planctomycetales"
"ASV9588",0.178222954065257,1,0.858547883563215," g__Schlesneria"
"ASV9669",-2.12840412785212,1,0.0333035911999591," g__FCPU426"
"ASV9711",0.970262486874296,1,0.331915670808648," g__Subgroup_10"
"ASV9767",-0.431597694862114,1,0.666033834115614," g__Subgroup_7"
"ASV9780",0.850551049792689,1,0.395018790971919," g__11-24"
"ASV9799",-0.0110977877907712,1,0.991145428219213," g__JGI_0001001-H03"
"ASV9827",0.917326225394883,1,0.358971718842598," g__RB41"
"ASV9913",-0.720664245354873,1,0.471116115831575," g__Bryobacter"
