feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X.g__IMCC26256	Groups	Treatment 	0.00154940998678232	0.00471349189494751	48	30	0.743860648891189	0.896502650468656
X.c__Thermoplasmata	Groups	Treatment 	-0.00239279320417603	0.00831265359891723	48	35	0.774754880928269	0.900285171925201
X.g__Pandoraea	Groups	Treatment 	0.00138908078498065	0.00491228074833654	48	30	0.778616268978	0.900285171925201
X.g__Rhodopila	Groups	Treatment 	-0.000893268450318314	0.00328410116736138	48	8	0.786840812586635	0.900285171925201
X.g__Phenylobacterium	Groups	Treatment 	0.00168604423587876	0.0056650542364408	48	34	0.767331792946262	0.900285171925201
X.o__Omnitrophales	Groups	Treatment 	0.00111454854586527	0.00398154002335746	48	10	0.780786943929025	0.900285171925201
X.g__WD2101_soil_group	Groups	Treatment 	-0.00261216342251462	0.00913224288671751	48	48	0.776133678154622	0.900285171925201
X.g__FCPU426	Groups	Treatment 	-0.00125625165216624	0.00461257748498127	48	37	0.786569049511566	0.900285171925201
X.g__Bryobacter	Groups	Treatment 	0.00211760353567606	0.00813679807078952	48	48	0.795832196176973	0.900285171925201
X.g__Subgroup_5	Groups	Treatment 	0.00143480718407664	0.00550340183259526	48	28	0.795477629003973	0.900285171925201
X.g__Aquicella	Groups	Treatment 	-0.00138113833041348	0.0056622895734216	48	40	0.808378413988658	0.908798092745013
X.o__Elsterales	Groups	Treatment 	0.00246040562214147	0.0113524807374313	48	48	0.829378310356268	0.909854790196939
X.g__AD3	Groups	Treatment 	0.00125233757834616	0.00578000083507977	48	21	0.829425637472348	0.909854790196939
X.g__Omnitrophales	Groups	Treatment 	0.00132858479541341	0.00593486901906986	48	25	0.82385686741248	0.909854790196939
X.f__Gemmatimonadaceae	Groups	Treatment 	0.0010663535591069	0.00464189657196908	48	22	0.81932495397593	0.909854790196939
X.g__Occallatibacter	Groups	Treatment 	0.00348238601024401	0.0184140613750994	48	48	0.850834183267187	0.927716790188921
X.f__Oxalobacteraceae	Groups	Treatment 	-0.00153534100802684	0.008690920250633	48	33	0.860550705162469	0.93269268044555
X.f__Xanthobacteraceae	Groups	Treatment 	-0.000839322709075075	0.0075497896484274	48	48	0.911963881929366	0.942537672797597
X.f__Beijerinckiaceae	Groups	Treatment 	-0.000411675829999056	0.0040631987437267	48	23	0.919738245015888	0.942537672797597
X.g__Chthonomonas	Groups	Treatment 	0.000814184828917232	0.00610001383865403	48	41	0.894401836254787	0.942537672797597
X.g__FCPU453	Groups	Treatment 	-0.000185299060572368	0.00187505783877177	48	6	0.921708110967816	0.942537672797597
X.g__vadinHA49	Groups	Treatment 	0.00125371841044078	0.00904645715891961	48	41	0.890381705580081	0.942537672797597
X.f__Gemmataceae	Groups	Treatment 	-0.000798700041408616	0.00507252251574858	48	48	0.875574465643547	0.942537672797597
X.g__Aquisphaera	Groups	Treatment 	0.000845265765651919	0.00668681899799768	48	45	0.89996008004891	0.942537672797597
X.g__Subgroup_12	Groups	Treatment 	0.000627807126897559	0.00494278660135312	48	26	0.899482274294453	0.942537672797597
X.o__Vicinamibacterales	Groups	Treatment 	-0.00113190883765713	0.00930348983871061	48	24	0.903694298275255	0.942537672797597
X.g__Acidibacter	Groups	Treatment 	-0.00153266910148551	0.0139438642510185	48	47	0.912953263413017	0.942537672797597
X.g__Burkholderia.Caballeronia.Paraburkholderia	Groups	Treatment 	-0.000734894606671767	0.00871537816607039	48	43	0.933166651991045	0.943588543008141
X.g__URHD0088	Groups	Treatment 	-0.000164191742910472	0.00211217584116617	48	6	0.93837534663793	0.943588543008141
X.g__Subgroup_10	Groups	Treatment 	0.000390012212100252	0.00447803166693418	48	7	0.93097437874968	0.943588543008141
X.g__Puia	Groups	Treatment 	0.000180401817325619	0.0074490920824741	48	48	0.980783506534909	0.980783506534909
