feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X.f__Hyaloscyphaceae	Groups	Treatment 	-0.0178519224660044	0.0137721578631115	44	24	0.20197293658419	0.375473802980781
X.o__Helotiales	Groups	Treatment 	-0.0083322208031699	0.00647053379042215	44	16	0.204894650658538	0.375473802980781
X.f__Clavulinaceae	Groups	Treatment 	-0.0115648883448321	0.00896300505635853	44	9	0.204008214877443	0.375473802980781
X.g__Butyriboletus	Groups	Treatment 	0.0418517031200295	0.0291198518220764	44	19	0.158063490182014	0.375473802980781
X.o__Agaricales	Groups	Treatment 	0.0207244401522986	0.0161760044961476	44	8	0.207157960265258	0.375473802980781
X.o__Hypocreales	Groups	Treatment 	-0.0128396822130198	0.00982859509044942	44	22	0.198539204278832	0.375473802980781
X.g__Hyaloscypha	Groups	Treatment 	-0.00808620752730959	0.00593824105103374	44	10	0.18054707841872	0.375473802980781
X.g__Tylopilus	Groups	Treatment 	-0.0220896740807484	0.0179623558586321	44	8	0.225625487611961	0.396553887317993
X.g__Sagenomella	Groups	Treatment 	0.00721810975007342	0.00611460863119163	44	5	0.244455946696023	0.417013085540275
X.f__Inocybaceae	Groups	Treatment 	-0.0171230596803836	0.0169070062942804	44	9	0.316964971823909	0.50184941533254
X.g__Hydnotrya	Groups	Treatment 	-0.0172474793771565	0.0170984854603366	44	16	0.318888148297126	0.50184941533254
X.g__Suillellus	Groups	Treatment 	0.0126216759067913	0.0125455801415785	44	8	0.320145316677655	0.50184941533254
X.c__Agaricomycetes	Groups	Treatment 	0.0877092388834533	0.0931893187832691	44	28	0.35198760983273	0.537244246586798
X.c__Leotiomycetes	Groups	Treatment 	0.00636447936766416	0.00693868521500816	44	9	0.364251189888582	0.54170689778302
X.g__Purpureocillium	Groups	Treatment 	-0.0969699027598852	0.110058953534982	44	7	0.383292983436955	0.555774825983585
X.g__Rhizopogon	Groups	Treatment 	0.00427002985291383	0.00497024795403323	44	5	0.395152389319865	0.558996062940297
X.o__GS25	Groups	Treatment 	0.0211169912511748	0.0254532139508658	44	38	0.411433404640545	0.560064032442197
X.g__Lecanicillium	Groups	Treatment 	-0.00434315072655623	0.00527794062217424	44	5	0.415219886120939	0.560064032442197
X.g__Tricholoma	Groups	Treatment 	-0.0378762191312536	0.0508843600284531	44	25	0.460804111728413	0.599211961518629
X.o__Atheliales	Groups	Treatment 	-0.00933656569772587	0.0126593780426856	44	5	0.464905832212729	0.599211961518629
X.o__Saccharomycetales	Groups	Treatment 	-0.00402444995108651	0.00559826809000294	44	14	0.476199213274903	0.600425094998791
X.g__Cenococcum	Groups	Treatment 	0.0111498302899262	0.0170560093534403	44	19	0.516856477448898	0.637822887064597
X.g__Russula	Groups	Treatment 	0.054572035718054	0.101182082745142	44	36	0.592496846379101	0.715933689374747
X.g__Xerocomus	Groups	Treatment 	-0.00375556790244734	0.0080519211292643	44	9	0.643325979345994	0.750600443686506
X.f__Pseudeurotiaceae	Groups	Treatment 	-0.00203247523784222	0.00440739299024949	44	6	0.647069348005609	0.750600443686506
X.g__Amphinema	Groups	Treatment 	0.011933948084117	0.0383499394836344	44	13	0.757198881898357	0.861128140198131
X.g__Inocybe	Groups	Treatment 	-0.00842188654183457	0.0684679459520823	44	25	0.90269002738587	0.963173034061327
X.p__Ascomycota	Groups	Treatment 	-0.00397947255206387	0.0294493806052551	44	33	0.893155231166207	0.963173034061327
X.g__Umbelopsis	Groups	Treatment 	0.00167886713742388	0.0189866084946053	44	34	0.929960170817833	0.963173034061327
X.o__Leucosporidiales	Groups	Treatment 	-0.000261196749280584	0.00252701092794861	44	5	0.918167695632237	0.963173034061327
X.g__Gyoerffyella	Groups	Treatment 	-0.000292986114829445	0.00272036287908423	44	6	0.914745644229319	0.963173034061327
X.g__Amanita	Groups	Treatment 	-0.000395374985943653	0.0388892610795942	44	33	0.9919364356177	0.9919364356177
X.g__Laccaria	Groups	Treatment 	0.000846453618310489	0.0451921550362417	44	18	0.98514511354165	0.9919364356177
